seller_id,item_id,item_name,category,marketplace_price,stock_qty,dq_failure_reason
S100,I1003974,,Apparel,52453.13,83,missing_item_name
S100,I130862,,Apparel,48606.31,139,missing_item_name
S100,I136786,Lg 7kg Washing Machine,Home Appliances,-139582.05,192,negative_price
S100,I143319,,Electronics,132399.52,332,missing_item_name
S100,I15072,Samsung Galaxy S24 Ultra,Electronics,9116.01,-6,negative_stock
S100,I156516,Sony Wh-1000xm5 Headphones,Electronics,110315.36,-11,negative_stock
S100,I164339,H&m Cotton Shirt,Apparel,47436.45,-1,negative_stock
S100,I172652,Levis Denim Jacket,Apparel,-73395.29,206,negative_price
S100,I185065,Boat Smartwatch,Electronics,62081.66,-11,negative_stock
S100,I185108,Samsung 55” Smart Tv,Home Appliances,-9693.91,52,negative_price
S100,I18780,Levis Denim Jacket,Apparel,129763.85,-4,negative_stock
S100,I200714,,Footwear,97552.62,499,missing_item_name
S100,I21107,Reebok Nano X4,Footwear,92801.57,-13,negative_stock
S100,I213303,Puma Running Shoes,Footwear,-136282.3,21,negative_price
S100,I217286,,Footwear,27760.32,26,missing_item_name
S100,I237974,,Electronics,58082.84,382,missing_item_name
S100,I240537,Apple Iphone 15 Pro,Electronics,-138154.22,400,negative_price
S100,I241075,Zara Maxi Dress,Apparel,-143686.51,358,negative_price
S100,I249120,,Home Appliances,75792.16,-19,"missing_item_name,negative_stock"
S100,I260873,,Apparel,51210.28,86,missing_item_name
S100,I260912,H&m Cotton Shirt,Apparel,-99672.17,240,negative_price
S100,I26878,,Home Appliances,107339.01,14,missing_item_name
S100,I281208,U.s. Polo T-shirt,Apparel,-134697.05,332,negative_price
S100,I286031,,Footwear,133817.0,338,missing_item_name
S100,I297014,,Apparel,139350.51,68,missing_item_name
S100,I298296,Philips Air Fryer,Home Appliances,-4793.1,240,negative_price
S100,I302989,Puma Running Shoes,Footwear,107031.42,-13,negative_stock
S100,I303337,Samsung 55” Smart Tv,Home Appliances,-125797.47,29,negative_price
S100,I306047,U.s. Polo T-shirt,Apparel,126582.06,-7,negative_stock
S100,I307169,H&m Cotton Shirt,Apparel,-8748.7,145,negative_price
S100,I331844,Dell Xps 13 Laptop,Electronics,26697.26,-11,negative_stock
S100,I345286,Sony Wh-1000xm5 Headphones,Electronics,-92650.45,186,negative_price
S100,I346244,Bajaj Mixer Grinder,Home Appliances,-142477.11,69,negative_price
S100,I346595,Samsung 55” Smart Tv,Home Appliances,-115364.44,356,negative_price
S100,I384819,,Home Appliances,88211.98,267,missing_item_name
S100,I38597,,Apparel,85697.93,36,missing_item_name
S100,I387303,H&m Cotton Shirt,Apparel,32137.75,-12,negative_stock
S100,I398196,,Electronics,107834.3,117,missing_item_name
S100,I410341,,Home Appliances,16990.31,179,missing_item_name
S100,I419955,Puma Running Shoes,Footwear,-69478.54,445,negative_price
S100,I434268,Skechers Gowalk,Footwear,109026.85,-20,negative_stock
S100,I435744,,Home Appliances,53337.72,352,missing_item_name
S100,I441797,Dell Xps 13 Laptop,Electronics,126679.08,-15,negative_stock
S100,I470155,Adidas Ultraboost 23,Footwear,-62137.31,402,negative_price
S100,I470254,Boat Smartwatch,Electronics,-109121.99,386,negative_price
S100,I47238,U.s. Polo T-shirt,Apparel,-100307.89,291,negative_price
S100,I472412,Nike Air Zoom Pegasus,Footwear,-88773.19,280,negative_price
S100,I493376,Lg 7kg Washing Machine,Home Appliances,-110968.0,165,negative_price
S100,I501320,Dyson Vacuum Cleaner,Home Appliances,94822.55,-14,negative_stock
S100,I515598,Dyson Vacuum Cleaner,Home Appliances,47307.33,-8,negative_stock
S100,I515947,,Electronics,113812.39,495,missing_item_name
S100,I516167,Samsung Galaxy S24 Ultra,Electronics,73443.81,-18,negative_stock
S100,I525047,,Electronics,107108.56,455,missing_item_name
S100,I526887,Skechers Gowalk,Footwear,-135512.48,337,negative_price
S100,I52836,Samsung 55” Smart Tv,Home Appliances,-136340.07,315,negative_price
S100,I528783,Apple Iphone 15 Pro,Electronics,-74191.06,465,negative_price
S100,I53513,,Apparel,20267.88,233,missing_item_name
S100,I536420,H&m Cotton Shirt,Apparel,-90773.17,72,negative_price
S100,I537387,,Electronics,47213.32,127,missing_item_name
S100,I538748,,Home Appliances,15092.2,220,missing_item_name
S100,I549874,Sony Wh-1000xm5 Headphones,Electronics,-113505.25,261,negative_price
S100,I554266,Zara Maxi Dress,Apparel,-33980.76,466,negative_price
