seller_id,item_id,item_name,category,marketplace_price,stock_qty,dq_failure_reason
S100,I110091,Reebok Nano X4,Footwear,-96428.8,127,negative_price
S100,I113613,Dell Xps 13 Laptop,Electronics,-11872.43,287,negative_price
S100,I118859,Dell Xps 13 Laptop,Electronics,-37484.43,268,negative_price
S100,I142664,,Home Appliances,4319.4,359,missing_item_name
S100,I144242,Samsung 55” Smart Tv,Home Appliances,105882.73,-2,negative_stock
S100,I14909,Skechers Gowalk,Footwear,-50391.16,364,negative_price
S100,I158961,Reebok Nano X4,Footwear,-130077.9,480,negative_price
S100,I159473,,Home Appliances,24895.54,241,missing_item_name
S100,I160289,Dyson Vacuum Cleaner,Home Appliances,33611.57,-20,negative_stock
S100,I161304,U.s. Polo T-shirt,Apparel,38215.54,-7,negative_stock
S100,I16410,U.s. Polo T-shirt,Apparel,-95757.18,102,negative_price
S100,I165111,Dyson Vacuum Cleaner,Home Appliances,17829.33,-11,negative_stock
S100,I171742,,Electronics,79460.94,243,missing_item_name
S100,I172305,Skechers Gowalk,Footwear,-54895.13,154,negative_price
S100,I17375,,Footwear,41693.13,435,missing_item_name
S100,I174026,Sony Wh-1000xm5 Headphones,Electronics,-123130.01,334,negative_price
S100,I181133,,Home Appliances,41194.54,456,missing_item_name
S100,I224649,Bajaj Mixer Grinder,Home Appliances,134281.78,-9,negative_stock
S100,I232954,,Home Appliances,77472.6,301,missing_item_name
S100,I252873,,Footwear,137498.35,225,missing_item_name
S100,I254602,Apple Iphone 15 Pro,Electronics,-3197.9,132,negative_price
S100,I254618,Samsung Galaxy S24 Ultra,Electronics,-89278.93,258,negative_price
S100,I256608,Sony Wh-1000xm5 Headphones,Electronics,-110708.3,441,negative_price
S100,I269426,,Apparel,54943.01,122,missing_item_name
S100,I27391,,Home Appliances,30078.28,-2,"missing_item_name,negative_stock"
S100,I274704,Sony Wh-1000xm5 Headphones,Electronics,77628.06,-12,negative_stock
S100,I285484,Samsung 55” Smart Tv,Home Appliances,-136026.6,202,negative_price
S100,I310699,Dell Xps 13 Laptop,Electronics,-8416.17,21,negative_price
S100,I31699,,Home Appliances,12958.73,457,missing_item_name
S100,I317388,Sony Wh-1000xm5 Headphones,Electronics,59404.21,-6,negative_stock
S100,I321759,Skechers Gowalk,Footwear,-74137.08,228,negative_price
S100,I322879,,Footwear,99468.38,145,missing_item_name
S100,I33144,Boat Smartwatch,Electronics,128936.05,-1,negative_stock
S100,I332051,Nike Air Zoom Pegasus,Footwear,65156.85,-10,negative_stock
S100,I333175,,Home Appliances,43810.61,339,missing_item_name
S100,I334907,Sony Wh-1000xm5 Headphones,Electronics,-18464.21,429,negative_price
S100,I355510,Bajaj Mixer Grinder,Home Appliances,-109158.37,484,negative_price
S100,I357757,,Home Appliances,141741.75,464,missing_item_name
S100,I361063,Lg 7kg Washing Machine,Home Appliances,-25784.31,238,negative_price
S100,I36796,,Footwear,54853.45,402,missing_item_name
S100,I378136,Puma Running Shoes,Footwear,-50636.13,447,negative_price
S100,I382799,Bajaj Mixer Grinder,Home Appliances,43856.6,-19,negative_stock
S100,I385504,Boat Smartwatch,Electronics,-78209.76,394,negative_price
S100,I389487,Puma Running Shoes,Footwear,59886.79,-16,negative_stock
S100,I392575,Allen Solly Formal Pants,Apparel,75788.6,-5,negative_stock
S100,I398095,,Home Appliances,26766.78,417,missing_item_name
S100,I401469,Zara Maxi Dress,Apparel,-92671.98,61,negative_price
S100,I407034,Samsung 55” Smart Tv,Home Appliances,-26685.11,206,negative_price
S100,I426261,Puma Running Shoes,Footwear,-18765.89,36,negative_price
S100,I433042,Dell Xps 13 Laptop,Electronics,112325.44,-2,negative_stock
S100,I433711,,Footwear,40970.19,313,missing_item_name
S100,I448169,,Footwear,133128.97,16,missing_item_name
S100,I478835,Apple Iphone 15 Pro,Electronics,-36756.21,106,negative_price
S100,I484947,Boat Smartwatch,Electronics,131662.29,-5,negative_stock
S100,I496842,Allen Solly Formal Pants,Apparel,36994.66,-3,negative_stock
S100,I498225,Samsung 55” Smart Tv,Home Appliances,61444.33,-8,negative_stock
S100,I534945,,Home Appliances,76473.88,22,missing_item_name
S100,I540686,,Apparel,69702.61,108,missing_item_name
S100,I554681,Samsung 55” Smart Tv,Home Appliances,-26093.47,375,negative_price
S100,I557453,Bajaj Mixer Grinder,Home Appliances,-126591.07,494,negative_price
S100,I562384,Dyson Vacuum Cleaner,Home Appliances,-1489.69,27,negative_price
S100,I568603,,Footwear,15258.38,46,missing_item_name
S100,I595799,,Footwear,18958.85,177,missing_item_name
S100,I616209,Apple Iphone 15 Pro,Electronics,-33813.09,375,negative_price
S100,I618333,Sony Wh-1000xm5 Headphones,Electronics,31043.58,-10,negative_stock
S100,I625360,,Footwear,78786.25,75,missing_item_name
S100,I628058,Nike Air Zoom Pegasus,Footwear,-109371.39,190,negative_price
S100,I642698,Nike Air Zoom Pegasus,Footwear,-56309.78,497,negative_price
S100,I643003,Reebok Nano X4,Footwear,97816.92,-13,negative_stock
S100,I650772,Nike Air Zoom Pegasus,Footwear,-70549.48,466,negative_price
