seller_id,item_id,item_name,category,marketplace_price,stock_qty,dq_failure_reason
S100,I1003657,,Footwear,146968.36,45,missing_item_name
S100,I100434,Philips Air Fryer,Home Appliances,-42024.95,153,negative_price
S100,I10728,Adidas Ultraboost 23,Footwear,-62444.39,263,negative_price
S100,I132172,,Electronics,95331.5,201,missing_item_name
S100,I139802,Samsung Galaxy S24 Ultra,Electronics,-67995.92,56,negative_price
S100,I146737,Samsung Galaxy S24 Ultra,Electronics,-144597.0,471,negative_price
S100,I154321,,Apparel,73651.24,23,missing_item_name
S100,I158522,Sony Wh-1000xm5 Headphones,Electronics,-107680.71,93,negative_price
S100,I171808,Philips Air Fryer,Home Appliances,-111447.96,482,negative_price
S100,I200942,,Apparel,66265.43,29,missing_item_name
S100,I204259,,Electronics,-117221.47,459,"missing_item_name,negative_price"
S100,I208822,,Electronics,138648.51,68,missing_item_name
S100,I214407,Dyson Vacuum Cleaner,Home Appliances,117278.35,-15,negative_stock
S100,I217127,Lg 7kg Washing Machine,Home Appliances,-133230.35,349,negative_price
S100,I231186,Levis Denim Jacket,Apparel,28331.05,-10,negative_stock
S100,I233220,Samsung 55” Smart Tv,Home Appliances,68933.42,-18,negative_stock
S100,I250116,Lg 7kg Washing Machine,Home Appliances,93682.71,-11,negative_stock
S100,I259569,Allen Solly Formal Pants,Apparel,-59914.35,203,negative_price
S100,I260568,U.s. Polo T-shirt,Apparel,-96347.3,215,negative_price
S100,I263082,Levis Denim Jacket,Apparel,51079.44,-9,negative_stock
S100,I271581,,Home Appliances,115403.75,457,missing_item_name
S100,I293655,Apple Iphone 15 Pro,Electronics,73649.44,-4,negative_stock
S100,I294817,,Electronics,118227.09,209,missing_item_name
S100,I298231,Skechers Gowalk,Footwear,19946.92,-1,negative_stock
S100,I326978,,Home Appliances,142304.89,220,missing_item_name
S100,I327429,,Electronics,99704.09,391,missing_item_name
S100,I329449,,Electronics,32898.1,389,missing_item_name
S100,I336280,Allen Solly Formal Pants,Apparel,904.71,-18,negative_stock
S100,I336430,Bajaj Mixer Grinder,Home Appliances,96980.65,-8,negative_stock
S100,I365391,,Apparel,63123.82,448,missing_item_name
S100,I376553,Philips Air Fryer,Home Appliances,122775.21,-15,negative_stock
S100,I391866,,Apparel,49851.52,217,missing_item_name
S100,I413652,Samsung Galaxy S24 Ultra,Electronics,-40668.04,83,negative_price
S100,I422011,,Home Appliances,100478.92,120,missing_item_name
S100,I442670,Adidas Ultraboost 23,Footwear,53657.97,-11,negative_stock
S100,I446044,,Footwear,47533.37,46,missing_item_name
S100,I452789,Zara Maxi Dress,Apparel,93332.98,-10,negative_stock
S100,I457786,,Apparel,136335.27,376,missing_item_name
S100,I474984,,Apparel,51190.15,162,missing_item_name
S100,I477511,Boat Smartwatch,Electronics,-96955.34,323,negative_price
S100,I479798,,Footwear,122322.44,218,missing_item_name
S100,I482053,Bajaj Mixer Grinder,Home Appliances,-121522.49,105,negative_price
S100,I489676,,Home Appliances,94004.59,20,missing_item_name
S100,I498085,,Electronics,55312.93,30,missing_item_name
S100,I498482,Philips Air Fryer,Home Appliances,-71843.58,38,negative_price
S100,I502854,Bajaj Mixer Grinder,Home Appliances,-74607.46,255,negative_price
S100,I502898,,Electronics,115661.39,263,missing_item_name
S100,I513679,Lg 7kg Washing Machine,Home Appliances,-122433.45,484,negative_price
S100,I526741,Dyson Vacuum Cleaner,Home Appliances,93846.33,-7,negative_stock
S100,I536620,Dell Xps 13 Laptop,Electronics,88551.16,-10,negative_stock
S100,I539004,Sony Wh-1000xm5 Headphones,Electronics,49134.45,-17,negative_stock
S100,I553996,Philips Air Fryer,Home Appliances,87893.67,-8,negative_stock
S100,I556140,,Home Appliances,4171.2,158,missing_item_name
S100,I587823,Dell Xps 13 Laptop,Electronics,-26082.67,137,negative_price
S100,I590948,Philips Air Fryer,Home Appliances,-6862.46,451,negative_price
S100,I591928,Samsung 55” Smart Tv,Home Appliances,105107.17,-4,negative_stock
S100,I593290,,Electronics,48235.34,338,missing_item_name
S100,I599550,,Electronics,112770.34,66,missing_item_name
S100,I600296,Levis Denim Jacket,Apparel,142524.26,-6,negative_stock
S100,I609868,,Footwear,59042.38,125,missing_item_name
S100,I610562,Philips Air Fryer,Home Appliances,43051.82,-7,negative_stock
S100,I611867,Samsung Galaxy S24 Ultra,Electronics,56568.51,-5,negative_stock
S100,I616605,,Home Appliances,33404.23,322,missing_item_name
S100,I618457,H&m Cotton Shirt,Apparel,65853.74,-10,negative_stock
S100,I640885,,Footwear,16335.15,431,missing_item_name
S100,I665612,Boat Smartwatch,Electronics,110380.97,-10,negative_stock
S100,I70954,Sony Wh-1000xm5 Headphones,Electronics,-136590.92,394,negative_price
S100,I715502,U.s. Polo T-shirt,Apparel,13434.35,-9,negative_stock
S100,I727746,Dyson Vacuum Cleaner,Home Appliances,-116963.49,475,negative_price
S100,I734694,Zara Maxi Dress,Apparel,63532.59,-18,negative_stock
S100,I767691,Nike Air Zoom Pegasus,Footwear,45859.54,-15,negative_stock
S100,I777785,Nike Air Zoom Pegasus,Footwear,149255.09,-11,negative_stock
S100,I779624,,Footwear,72998.68,457,missing_item_name
S100,I781062,Nike Air Zoom Pegasus,Footwear,-134311.65,270,negative_price
S100,I795231,Samsung Galaxy S24 Ultra,Electronics,-35486.56,379,negative_price
S100,I80695,Dell Xps 13 Laptop,Electronics,-3796.49,239,negative_price
S100,I816636,Skechers Gowalk,Footwear,-54343.29,348,negative_price
S100,I818552,,Home Appliances,14875.74,25,missing_item_name
S100,I828372,Boat Smartwatch,Electronics,111656.8,-19,negative_stock
S100,I831548,Apple Iphone 15 Pro,Electronics,-5657.06,489,negative_price
S100,I842794,,Apparel,21716.85,313,missing_item_name
S100,I844908,,Footwear,146331.18,322,missing_item_name
S100,I845005,,Apparel,133028.75,123,missing_item_name
S100,I84931,,Apparel,52022.75,31,missing_item_name
S100,I850730,Philips Air Fryer,Home Appliances,-68605.56,122,negative_price
S100,I859950,Allen Solly Formal Pants,Apparel,128532.09,-15,negative_stock
S100,I863930,U.s. Polo T-shirt,Apparel,-106552.72,318,negative_price
S100,I880752,Dyson Vacuum Cleaner,Home Appliances,-138916.76,38,negative_price
S100,I884487,Nike Air Zoom Pegasus,Footwear,85702.32,-4,negative_stock
S100,I898968,Nike Air Zoom Pegasus,Footwear,56837.32,-11,negative_stock
S100,I90878,Philips Air Fryer,Home Appliances,132811.37,-17,negative_stock
S100,I911497,Nike Air Zoom Pegasus,Footwear,-26619.36,217,negative_price
S100,I924710,Puma Running Shoes,Footwear,82205.36,-8,negative_stock
S100,I930056,Samsung Galaxy S24 Ultra,Electronics,-113882.05,206,negative_price
S100,I936526,Puma Running Shoes,Footwear,-67540.08,455,negative_price
S100,I937085,Boat Smartwatch,Electronics,-87802.57,239,negative_price
S100,I937487,,Footwear,88555.18,235,missing_item_name
S100,I944742,,Footwear,124384.33,111,missing_item_name
S100,I960972,,Electronics,72704.83,349,missing_item_name
S100,I971483,Samsung 55” Smart Tv,Home Appliances,-143657.39,150,negative_price
S100,I99094,Allen Solly Formal Pants,Apparel,-55598.59,434,negative_price
S100,I991420,,Electronics,96413.25,288,missing_item_name
S100,I999618,U.s. Polo T-shirt,Apparel,-91727.05,429,negative_price
S101,I111010,U.s. Polo T-shirt,Apparel,131953.76,-12,negative_stock
S101,I118517,,Electronics,29758.77,435,missing_item_name
S101,I119954,Nike Air Zoom Pegasus,Footwear,-96896.86,200,negative_price
S101,I122766,Dell Xps 13 Laptop,Electronics,-147605.63,107,negative_price
S101,I128518,Nike Air Zoom Pegasus,Footwear,-53424.6,329,negative_price
S101,I140543,Samsung 55” Smart Tv,Home Appliances,-100336.37,306,negative_price
S101,I142869,Skechers Gowalk,Footwear,-51081.25,453,negative_price
S101,I14698,Zara Maxi Dress,Apparel,-148308.26,130,negative_price
S101,I155012,,Home Appliances,119134.79,58,missing_item_name
S101,I174576,Boat Smartwatch,Electronics,-4968.0,117,negative_price
S101,I188067,Sony Wh-1000xm5 Headphones,Electronics,-99607.45,118,negative_price
S101,I189072,,Apparel,21752.48,304,missing_item_name
S101,I200272,,Home Appliances,110945.54,153,missing_item_name
S101,I207185,Samsung Galaxy S24 Ultra,Electronics,-7589.72,323,negative_price
S101,I212439,,Footwear,117155.82,158,missing_item_name
S101,I212698,,Home Appliances,39784.78,205,missing_item_name
S101,I230010,Reebok Nano X4,Footwear,-25390.48,112,negative_price
S101,I230896,Zara Maxi Dress,Apparel,-130433.23,138,negative_price
S101,I232972,,Home Appliances,93129.82,38,missing_item_name
S101,I235737,Nike Air Zoom Pegasus,Footwear,67222.69,-19,negative_stock
S101,I236754,,Home Appliances,56815.71,473,missing_item_name
S101,I243822,Boat Smartwatch,Electronics,-110051.82,236,negative_price
S101,I244091,,Apparel,97073.73,115,missing_item_name
S101,I250180,Samsung Galaxy S24 Ultra,Electronics,41051.34,-18,negative_stock
S101,I255325,Reebok Nano X4,Footwear,11622.54,-4,negative_stock
S101,I258214,,Electronics,35545.96,311,missing_item_name
S101,I260343,,Home Appliances,105933.49,278,missing_item_name
S101,I270753,Nike Air Zoom Pegasus,Footwear,-39032.8,436,negative_price
S101,I289555,Bajaj Mixer Grinder,Home Appliances,-30134.32,314,negative_price
S101,I297816,Skechers Gowalk,Footwear,85297.44,-1,negative_stock
S101,I301358,Philips Air Fryer,Home Appliances,-12044.92,260,negative_price
S101,I309628,Bajaj Mixer Grinder,Home Appliances,-74961.17,325,negative_price
S101,I310299,H&m Cotton Shirt,Apparel,69435.42,-7,negative_stock
S101,I32090,,Electronics,104757.25,173,missing_item_name
S101,I322000,H&m Cotton Shirt,Apparel,-4554.81,420,negative_price
S101,I332286,Skechers Gowalk,Footwear,28534.19,-19,negative_stock
S101,I353236,,Electronics,26580.5,357,missing_item_name
S101,I373402,,Home Appliances,10055.44,251,missing_item_name
S101,I374099,,Footwear,1662.28,38,missing_item_name
S101,I386871,Dell Xps 13 Laptop,Electronics,-17601.64,89,negative_price
S101,I391213,Bajaj Mixer Grinder,Home Appliances,-44691.16,144,negative_price
S101,I401576,Allen Solly Formal Pants,Apparel,-105023.35,277,negative_price
S101,I420691,H&m Cotton Shirt,Apparel,-29203.02,221,negative_price
S101,I432396,,Apparel,35359.53,406,missing_item_name
S101,I458118,Bajaj Mixer Grinder,Home Appliances,-32198.35,242,negative_price
S101,I481185,,Electronics,4183.2,418,missing_item_name
S101,I491217,Lg 7kg Washing Machine,Home Appliances,107216.74,-2,negative_stock
S101,I50637,Puma Running Shoes,Footwear,-5234.51,79,negative_price
