seller_id,item_id,item_name,category,marketplace_price,stock_qty,dq_failure_reason
S100,I108546,Reebok Nano X4,Footwear,138660.67,-10,negative_stock
S100,I112049,,Electronics,136047.76,345,missing_item_name
S100,I114234,,Apparel,63913.44,15,missing_item_name
S100,I11949,,Home Appliances,106091.88,467,missing_item_name
S100,I133543,,Home Appliances,142987.71,177,missing_item_name
S100,I152451,Zara Maxi Dress,Apparel,-29568.42,29,negative_price
S100,I167212,Apple Iphone 15 Pro,Electronics,-129067.3,308,negative_price
S100,I173635,,Home Appliances,126631.26,261,missing_item_name
S100,I186479,,Footwear,-58436.46,20,"missing_item_name,negative_price"
S100,I192126,Lg 7kg Washing Machine,Home Appliances,148691.64,-12,negative_stock
S100,I21346,,Apparel,125785.66,249,missing_item_name
S100,I219455,Allen Solly Formal Pants,Apparel,-74024.61,308,negative_price
S100,I24723,Puma Running Shoes,Footwear,132260.96,-4,negative_stock
S100,I302723,Dyson Vacuum Cleaner,Home Appliances,-17778.32,154,negative_price
S100,I30304,U.s. Polo T-shirt,Apparel,-95091.43,337,negative_price
S100,I308912,Dyson Vacuum Cleaner,Home Appliances,118422.52,-2,negative_stock
S100,I330399,,Home Appliances,86382.52,13,missing_item_name
S100,I356287,Boat Smartwatch,Electronics,80819.53,-10,negative_stock
S100,I358559,Adidas Ultraboost 23,Footwear,143981.56,-12,negative_stock
S100,I360602,,Apparel,136369.25,167,missing_item_name
S100,I376613,H&m Cotton Shirt,Apparel,-68049.71,305,negative_price
S100,I376916,Skechers Gowalk,Footwear,126095.72,-8,negative_stock
S100,I378013,Nike Air Zoom Pegasus,Footwear,-18027.93,42,negative_price
S100,I379058,,Home Appliances,93032.68,452,missing_item_name
S100,I383839,Boat Smartwatch,Electronics,-7256.46,114,negative_price
S100,I385732,,Home Appliances,38407.88,162,missing_item_name
S100,I388288,U.s. Polo T-shirt,Apparel,-43530.01,106,negative_price
S100,I43257,Dyson Vacuum Cleaner,Home Appliances,-22740.26,192,negative_price
S100,I460232,,Apparel,143176.87,287,missing_item_name
S100,I466845,,Apparel,35265.46,259,missing_item_name
S100,I471076,,Electronics,136203.16,13,missing_item_name
S100,I499917,Boat Smartwatch,Electronics,3148.97,-11,negative_stock
S100,I515279,,Apparel,35801.59,168,missing_item_name
S100,I52500,Levis Denim Jacket,Apparel,-19489.35,233,negative_price
S100,I52536,Adidas Ultraboost 23,Footwear,-39150.61,137,negative_price
S100,I534905,,Home Appliances,148372.64,315,missing_item_name
S100,I545055,Reebok Nano X4,Footwear,92627.23,-20,negative_stock
S100,I548445,Lg 7kg Washing Machine,Home Appliances,-131405.75,481,negative_price
S100,I570573,U.s. Polo T-shirt,Apparel,11533.48,-17,negative_stock
S100,I574783,U.s. Polo T-shirt,Apparel,65496.88,-12,negative_stock
S100,I577599,Allen Solly Formal Pants,Apparel,-91211.83,71,negative_price
S100,I580426,Skechers Gowalk,Footwear,96706.47,-1,negative_stock
S100,I58290,Nike Air Zoom Pegasus,Footwear,61539.05,-3,negative_stock
S100,I583299,Zara Maxi Dress,Apparel,84535.99,-16,negative_stock
S100,I595388,Dell Xps 13 Laptop,Electronics,21579.82,-1,negative_stock
S100,I599486,Philips Air Fryer,Home Appliances,120155.9,-16,negative_stock
S100,I600400,Philips Air Fryer,Home Appliances,-3412.96,29,negative_price
S100,I602696,Apple Iphone 15 Pro,Electronics,11775.33,-1,negative_stock
S100,I60795,Reebok Nano X4,Footwear,72445.76,-7,negative_stock
S100,I62414,Skechers Gowalk,Footwear,94444.67,-7,negative_stock
S100,I625666,,Electronics,83114.65,176,missing_item_name
S100,I630105,Zara Maxi Dress,Apparel,-24153.77,465,negative_price
S100,I641783,,Home Appliances,25289.13,90,missing_item_name
S100,I669865,Sony Wh-1000xm5 Headphones,Electronics,-119928.76,477,negative_price
S100,I679579,Dyson Vacuum Cleaner,Home Appliances,108546.68,-5,negative_stock
S100,I67961,Adidas Ultraboost 23,Footwear,9058.11,-15,negative_stock
S100,I681415,Adidas Ultraboost 23,Footwear,-123330.93,163,negative_price
S100,I68428,,Apparel,116679.98,349,missing_item_name
S100,I693565,,Electronics,61949.68,-14,"missing_item_name,negative_stock"
S100,I70005,,Apparel,70846.23,163,missing_item_name
S100,I709143,Dell Xps 13 Laptop,Electronics,-6656.62,100,negative_price
S100,I714977,,Electronics,141863.48,469,missing_item_name
S100,I715179,Philips Air Fryer,Home Appliances,15831.3,-8,negative_stock
S100,I744899,,Footwear,102435.12,-8,"missing_item_name,negative_stock"
S100,I756294,,Home Appliances,-4620.46,458,"missing_item_name,negative_price"
S100,I762016,,Footwear,25718.26,369,missing_item_name
S100,I775398,Philips Air Fryer,Home Appliances,-49580.2,154,negative_price
S100,I780399,,Electronics,123571.92,408,missing_item_name
S100,I78137,H&m Cotton Shirt,Apparel,-104143.07,496,negative_price
S100,I794601,Philips Air Fryer,Home Appliances,-98195.62,496,negative_price
S100,I801340,,Electronics,88079.65,105,missing_item_name
S100,I803542,Boat Smartwatch,Electronics,-97589.75,181,negative_price
S100,I810970,Samsung 55” Smart Tv,Home Appliances,-48185.64,266,negative_price
S100,I833100,Samsung 55” Smart Tv,Home Appliances,117769.82,-8,negative_stock
S100,I860531,,Home Appliances,143396.48,197,missing_item_name
S100,I874349,,Footwear,57869.91,263,missing_item_name
S100,I876655,Zara Maxi Dress,Apparel,-107335.42,324,negative_price
S100,I884747,U.s. Polo T-shirt,Apparel,-2540.58,436,negative_price
S100,I905845,,Electronics,93147.5,178,missing_item_name
S100,I908855,Dell Xps 13 Laptop,Electronics,-104849.1,203,negative_price
S100,I916178,,Apparel,116188.16,50,missing_item_name
S100,I926232,Zara Maxi Dress,Apparel,56746.04,-7,negative_stock
S100,I934126,,Footwear,19687.04,295,missing_item_name
