seller_id,item_id,item_name,category,marketplace_price,stock_qty,dq_failure_reason
S100,I12145,Skechers Gowalk,Footwear,98487.76,-18,negative_stock
S100,I158925,,Footwear,54625.66,165,missing_item_name
S100,I25140,,Electronics,25973.01,266,missing_item_name
S100,I255028,,Apparel,56316.29,142,missing_item_name
S100,I276666,,Apparel,125761.24,392,missing_item_name
S100,I295378,Puma Running Shoes,Footwear,-12747.12,58,negative_price
S100,I298672,Bajaj Mixer Grinder,Home Appliances,37628.95,-3,negative_stock
S100,I323362,Nike Air Zoom Pegasus,Footwear,-70368.28,143,negative_price
S100,I356099,Nike Air Zoom Pegasus,Footwear,-134308.14,325,negative_price
S100,I372095,Samsung Galaxy S24 Ultra,Electronics,-125711.08,201,negative_price
S100,I375784,,Home Appliances,127539.66,448,missing_item_name
S100,I38594,U.s. Polo T-shirt,Apparel,73604.98,-5,negative_stock
S100,I434250,Zara Maxi Dress,Apparel,96455.99,-7,negative_stock
S100,I436077,,Electronics,51036.73,157,missing_item_name
S100,I459359,Sony Wh-1000xm5 Headphones,Electronics,7921.82,-2,negative_stock
S100,I468185,,Footwear,-122378.09,11,"missing_item_name,negative_price"
S100,I47633,,Electronics,19043.73,100,missing_item_name
S100,I483126,,Apparel,115402.88,325,missing_item_name
S100,I48910,,Footwear,109789.83,171,missing_item_name
S100,I533885,Zara Maxi Dress,Apparel,-84796.97,158,negative_price
S100,I564579,,Apparel,9832.84,31,missing_item_name
S100,I574617,Levis Denim Jacket,Apparel,-75487.75,330,negative_price
S100,I66396,,Home Appliances,82246.6,454,missing_item_name
S100,I746723,Lg 7kg Washing Machine,Home Appliances,-12563.74,460,negative_price
S100,I779733,Allen Solly Formal Pants,Apparel,-112932.94,103,negative_price
S100,I81783,Samsung 55” Smart Tv,Home Appliances,-127175.84,247,negative_price
S100,I830571,Lg 7kg Washing Machine,Home Appliances,-103293.87,48,negative_price
S100,I864301,Levis Denim Jacket,Apparel,-33505.5,237,negative_price
S100,I898582,,Apparel,100656.5,17,missing_item_name
S100,I907951,,Home Appliances,38414.33,217,missing_item_name
S100,I934342,,Electronics,3409.17,22,missing_item_name
S100,I954181,,Electronics,55275.78,493,missing_item_name
S100,I985040,,Apparel,9247.41,319,missing_item_name
S100,I991652,Puma Running Shoes,Footwear,1543.26,-16,negative_stock
S100,I993778,Samsung 55” Smart Tv,Home Appliances,109690.09,-18,negative_stock
S101,I1003326,Bajaj Mixer Grinder,Home Appliances,31944.65,-17,negative_stock
S101,I117387,,Footwear,140825.15,441,missing_item_name
S101,I118543,Lg 7kg Washing Machine,Home Appliances,-51725.07,448,negative_price
