seller_id,item_id,item_name,category,marketplace_price,stock_qty,dq_failure_reason
S100,I1006198,Levis Denim Jacket,Apparel,-103492.99,239,negative_price
S100,I108032,Nike Air Zoom Pegasus,Footwear,-8421.02,203,negative_price
S100,I109793,U.s. Polo T-shirt,Apparel,-43061.37,230,negative_price
S100,I176651,Allen Solly Formal Pants,Apparel,129787.98,-12,negative_stock
S100,I183604,Boat Smartwatch,Electronics,125457.14,-12,negative_stock
S100,I191947,,Footwear,52695.47,11,missing_item_name
S100,I19979,Dyson Vacuum Cleaner,Home Appliances,111236.07,-3,negative_stock
S100,I226706,Bajaj Mixer Grinder,Home Appliances,108930.72,-1,negative_stock
S100,I251535,,Apparel,16616.63,293,missing_item_name
S100,I255307,Levis Denim Jacket,Apparel,-41132.05,146,negative_price
S100,I289842,Apple Iphone 15 Pro,Electronics,54466.53,-10,negative_stock
S100,I290493,U.s. Polo T-shirt,Apparel,-149372.98,146,negative_price
S100,I299271,Allen Solly Formal Pants,Apparel,-45354.72,210,negative_price
S100,I299724,Dell Xps 13 Laptop,Electronics,114781.45,-20,negative_stock
S100,I326584,Allen Solly Formal Pants,Apparel,-15022.25,458,negative_price
S100,I343828,Philips Air Fryer,Home Appliances,-70210.49,191,negative_price
S100,I348586,,Electronics,77711.32,88,missing_item_name
S100,I350946,,Home Appliances,20202.35,32,missing_item_name
S100,I353564,Levis Denim Jacket,Apparel,-87769.95,344,negative_price
S100,I358854,Bajaj Mixer Grinder,Home Appliances,-30282.42,49,negative_price
S100,I361141,H&m Cotton Shirt,Apparel,138527.5,-7,negative_stock
S100,I366122,Lg 7kg Washing Machine,Home Appliances,-118916.75,404,negative_price
S100,I370769,Adidas Ultraboost 23,Footwear,-88237.53,409,negative_price
S100,I37550,Apple Iphone 15 Pro,Electronics,-106059.54,159,negative_price
S100,I43065,Samsung 55” Smart Tv,Home Appliances,107372.06,-4,negative_stock
S100,I432788,,Home Appliances,44405.93,53,missing_item_name
S100,I433365,Levis Denim Jacket,Apparel,-133151.6,196,negative_price
S100,I437344,Skechers Gowalk,Footwear,-21125.31,345,negative_price
S100,I443593,,Electronics,16092.76,455,missing_item_name
S100,I451080,,Electronics,41614.92,-3,"missing_item_name,negative_stock"
S100,I482201,Dell Xps 13 Laptop,Electronics,-64695.2,375,negative_price
S100,I490163,Bajaj Mixer Grinder,Home Appliances,130063.12,-1,negative_stock
S100,I500169,,Apparel,16853.52,410,missing_item_name
S100,I531517,Levis Denim Jacket,Apparel,41931.19,-12,negative_stock
S100,I537943,Adidas Ultraboost 23,Footwear,-34492.17,131,negative_price
S100,I541391,Zara Maxi Dress,Apparel,104807.12,-3,negative_stock
S100,I541957,,Electronics,44009.57,239,missing_item_name
S100,I548186,Levis Denim Jacket,Apparel,56715.31,-20,negative_stock
S100,I564823,Lg 7kg Washing Machine,Home Appliances,-92404.3,171,negative_price
S100,I565018,Levis Denim Jacket,Apparel,-141110.59,41,negative_price
S100,I566586,Skechers Gowalk,Footwear,-48773.86,154,negative_price
S100,I59682,Dell Xps 13 Laptop,Electronics,71732.18,-8,negative_stock
S100,I622902,Allen Solly Formal Pants,Apparel,105298.21,-15,negative_stock
S100,I626506,Bajaj Mixer Grinder,Home Appliances,-121906.75,-5,"negative_price,negative_stock"
S100,I629159,Apple Iphone 15 Pro,Electronics,-15166.96,330,negative_price
S100,I634544,,Apparel,128150.64,322,missing_item_name
S100,I63790,Samsung 55” Smart Tv,Home Appliances,30686.19,-1,negative_stock
S100,I655107,Dyson Vacuum Cleaner,Home Appliances,-142438.4,-7,"negative_price,negative_stock"
S100,I656859,,Apparel,24333.44,89,missing_item_name
S100,I68373,Reebok Nano X4,Footwear,-8372.51,90,negative_price
S100,I70362,,Electronics,57652.8,460,missing_item_name
S100,I706885,H&m Cotton Shirt,Apparel,-19982.01,32,negative_price
S100,I711713,Philips Air Fryer,Home Appliances,113679.29,-19,negative_stock
S100,I743848,,Electronics,135206.87,453,missing_item_name
S100,I762667,U.s. Polo T-shirt,Apparel,-108854.13,439,negative_price
S100,I765068,,Electronics,33506.86,334,missing_item_name
S100,I778149,U.s. Polo T-shirt,Apparel,-19987.26,428,negative_price
S100,I780195,U.s. Polo T-shirt,Apparel,139980.51,-20,negative_stock
S100,I782141,Samsung Galaxy S24 Ultra,Electronics,-77156.02,44,negative_price
S100,I782631,Dyson Vacuum Cleaner,Home Appliances,-39578.88,166,negative_price
S100,I786145,Sony Wh-1000xm5 Headphones,Electronics,-138456.21,245,negative_price
S100,I790475,Levis Denim Jacket,Apparel,-81338.0,163,negative_price
S100,I793440,,Electronics,136238.07,233,missing_item_name
S100,I793568,Allen Solly Formal Pants,Apparel,15841.72,-3,negative_stock
S100,I795296,,Electronics,-22632.47,87,"missing_item_name,negative_price"
S100,I798577,H&m Cotton Shirt,Apparel,-128486.18,432,negative_price
S100,I798969,Nike Air Zoom Pegasus,Footwear,-44914.79,407,negative_price
S100,I805073,,Electronics,37995.98,480,missing_item_name
S100,I813208,H&m Cotton Shirt,Apparel,-38892.87,403,negative_price
S100,I833344,Lg 7kg Washing Machine,Home Appliances,-40172.84,402,negative_price
S100,I84084,Lg 7kg Washing Machine,Home Appliances,37377.86,-20,negative_stock
S100,I845037,Levis Denim Jacket,Apparel,148317.69,-7,negative_stock
S100,I856545,Zara Maxi Dress,Apparel,-81351.54,87,negative_price
S100,I857056,Dell Xps 13 Laptop,Electronics,-16158.93,195,negative_price
S100,I861044,,Electronics,46702.65,439,missing_item_name
S100,I861153,Allen Solly Formal Pants,Apparel,-142657.93,50,negative_price
S100,I861403,Sony Wh-1000xm5 Headphones,Electronics,-141750.76,100,negative_price
S100,I879674,Bajaj Mixer Grinder,Home Appliances,-946.37,208,negative_price
S100,I899582,,Home Appliances,50005.45,385,missing_item_name
S100,I900994,H&m Cotton Shirt,Apparel,-7800.02,144,negative_price
S100,I904358,Sony Wh-1000xm5 Headphones,Electronics,123717.46,-12,negative_stock
S100,I910383,U.s. Polo T-shirt,Apparel,21683.04,-13,negative_stock
S100,I912179,,Electronics,74921.44,99,missing_item_name
S100,I912772,Sony Wh-1000xm5 Headphones,Electronics,-30063.7,436,negative_price
S100,I927918,,Electronics,-148745.08,305,"missing_item_name,negative_price"
S100,I932354,,Footwear,75636.77,355,missing_item_name
S100,I933214,Dyson Vacuum Cleaner,Home Appliances,-90462.17,327,negative_price
S100,I94041,,Electronics,44656.24,436,missing_item_name
S100,I940846,Skechers Gowalk,Footwear,142316.74,-2,negative_stock
S100,I94732,,Home Appliances,18745.49,150,missing_item_name
S100,I948598,,Electronics,68484.0,266,missing_item_name
S100,I954673,Dell Xps 13 Laptop,Electronics,-123522.61,375,negative_price
S100,I962888,Nike Air Zoom Pegasus,Footwear,94690.74,-2,negative_stock
S100,I975022,Dell Xps 13 Laptop,Electronics,91722.12,-7,negative_stock
S100,I975387,Sony Wh-1000xm5 Headphones,Electronics,102530.02,-16,negative_stock
S100,I98000,Skechers Gowalk,Footwear,-87543.03,33,negative_price
S100,I981863,Philips Air Fryer,Home Appliances,-106375.05,54,negative_price
S100,I991459,Apple Iphone 15 Pro,Electronics,21393.65,-8,negative_stock
S100,I993413,Dyson Vacuum Cleaner,Home Appliances,-130375.24,188,negative_price
S101,I105387,,Electronics,145434.75,365,missing_item_name
S101,I10761,,Electronics,36933.47,323,missing_item_name
S101,I125646,Bajaj Mixer Grinder,Home Appliances,-133078.82,305,negative_price
S101,I141990,,Electronics,135324.56,167,missing_item_name
S101,I149713,Dell Xps 13 Laptop,Electronics,-80925.46,476,negative_price
S101,I160392,,Footwear,124051.26,251,missing_item_name
S101,I178034,Sony Wh-1000xm5 Headphones,Electronics,-72917.76,462,negative_price
S101,I192019,Adidas Ultraboost 23,Footwear,138488.37,-20,negative_stock
S101,I199282,,Apparel,81480.85,173,missing_item_name
S101,I199975,Samsung Galaxy S24 Ultra,Electronics,-18194.09,203,negative_price
S101,I210474,Puma Running Shoes,Footwear,70739.33,-1,negative_stock
S101,I211107,Nike Air Zoom Pegasus,Footwear,7102.36,-11,negative_stock
S101,I228017,,Electronics,130186.47,458,missing_item_name
S101,I231630,Sony Wh-1000xm5 Headphones,Electronics,129576.84,-8,negative_stock
S101,I23343,,Electronics,6796.79,473,missing_item_name
S101,I235189,Skechers Gowalk,Footwear,80052.58,-17,negative_stock
S101,I244554,Skechers Gowalk,Footwear,31314.13,-3,negative_stock
S101,I245799,,Home Appliances,127975.34,62,missing_item_name
S101,I246937,Boat Smartwatch,Electronics,23357.78,-11,negative_stock
