seller_id,item_id,item_name,category,marketplace_price,stock_qty,dq_failure_reason
S100,I1008038,Apple Iphone 15 Pro,Electronics,-11856.48,370,negative_price
S100,I1008288,Reebok Nano X4,Footwear,37324.54,-17,negative_stock
S100,I106321,Sony Wh-1000xm5 Headphones,Electronics,43613.32,-3,negative_stock
S100,I109507,,Footwear,56919.62,472,missing_item_name
S100,I113318,,Apparel,93413.74,499,missing_item_name
S100,I123955,,Home Appliances,6577.52,451,missing_item_name
S100,I138156,U.s. Polo T-shirt,Apparel,64044.16,-17,negative_stock
S100,I141046,,Apparel,106410.84,78,missing_item_name
S100,I145522,Boat Smartwatch,Electronics,-82800.64,175,negative_price
S100,I156732,Dell Xps 13 Laptop,Electronics,-133696.83,484,negative_price
S100,I158580,,Home Appliances,73921.41,38,missing_item_name
S100,I16064,Puma Running Shoes,Footwear,-6420.75,103,negative_price
S100,I165912,,Footwear,43243.27,355,missing_item_name
S100,I173067,,Electronics,113150.45,363,missing_item_name
S100,I176940,Reebok Nano X4,Footwear,77820.29,-18,negative_stock
S100,I188327,,Footwear,-136250.89,306,"missing_item_name,negative_price"
S100,I199725,Dyson Vacuum Cleaner,Home Appliances,-6897.41,128,negative_price
S100,I209068,Adidas Ultraboost 23,Footwear,20105.16,-9,negative_stock
S100,I21599,Skechers Gowalk,Footwear,33649.02,-8,negative_stock
S100,I220071,Levis Denim Jacket,Apparel,-65058.14,269,negative_price
S100,I222387,Dell Xps 13 Laptop,Electronics,88046.48,-3,negative_stock
S100,I229631,,Footwear,-31910.37,273,"missing_item_name,negative_price"
S100,I234072,Reebok Nano X4,Footwear,-51694.18,104,negative_price
S100,I237463,,Home Appliances,12236.48,-14,"missing_item_name,negative_stock"
S100,I238114,Allen Solly Formal Pants,Apparel,77161.83,-12,negative_stock
S100,I256238,Levis Denim Jacket,Apparel,9508.45,-12,negative_stock
S100,I27216,Skechers Gowalk,Footwear,2526.11,-17,negative_stock
S100,I297452,,Home Appliances,-39746.6,462,"missing_item_name,negative_price"
S100,I304133,Samsung Galaxy S24 Ultra,Electronics,-72203.2,462,negative_price
S100,I310249,Philips Air Fryer,Home Appliances,-137949.78,62,negative_price
S100,I31429,,Home Appliances,67639.79,64,missing_item_name
S100,I322833,Dyson Vacuum Cleaner,Home Appliances,113305.84,-20,negative_stock
S100,I323469,Samsung Galaxy S24 Ultra,Electronics,57087.8,-7,negative_stock
S100,I333600,,Footwear,112867.66,173,missing_item_name
S100,I335742,Puma Running Shoes,Footwear,93793.64,-19,negative_stock
S100,I358352,Sony Wh-1000xm5 Headphones,Electronics,-116572.65,395,negative_price
S100,I374569,Boat Smartwatch,Electronics,95785.05,-7,negative_stock
S100,I376625,,Electronics,145709.68,465,missing_item_name
S100,I383266,Dyson Vacuum Cleaner,Home Appliances,12936.15,-12,negative_stock
S100,I387882,,Apparel,33647.58,267,missing_item_name
S100,I418494,Apple Iphone 15 Pro,Electronics,-141238.21,442,negative_price
S100,I424047,Nike Air Zoom Pegasus,Footwear,53771.97,-14,negative_stock
S100,I427895,Levis Denim Jacket,Apparel,-66404.57,207,negative_price
S100,I437920,Philips Air Fryer,Home Appliances,-45369.81,344,negative_price
S100,I445426,Nike Air Zoom Pegasus,Footwear,73699.89,-1,negative_stock
S100,I455311,Samsung Galaxy S24 Ultra,Electronics,-101089.3,200,negative_price
S100,I467549,Bajaj Mixer Grinder,Home Appliances,86003.91,-10,negative_stock
S100,I478001,Bajaj Mixer Grinder,Home Appliances,49576.14,-13,negative_stock
S100,I485810,,Apparel,1489.57,186,missing_item_name
S100,I493453,Allen Solly Formal Pants,Apparel,55683.75,-4,negative_stock
S100,I497297,,Footwear,12332.38,442,missing_item_name
S100,I49885,,Electronics,25907.97,477,missing_item_name
S100,I500603,Lg 7kg Washing Machine,Home Appliances,-19007.47,186,negative_price
S100,I512595,H&m Cotton Shirt,Apparel,59197.88,-14,negative_stock
S100,I517524,Skechers Gowalk,Footwear,132990.1,-15,negative_stock
S100,I527878,Allen Solly Formal Pants,Apparel,-26261.24,456,negative_price
S100,I534091,Puma Running Shoes,Footwear,-74029.46,226,negative_price
S100,I534584,,Electronics,139652.66,49,missing_item_name
S100,I535123,,Footwear,15156.27,173,missing_item_name
S100,I540367,Zara Maxi Dress,Apparel,-140357.43,292,negative_price
S100,I54595,,Home Appliances,144932.99,383,missing_item_name
S100,I546004,Dell Xps 13 Laptop,Electronics,-101249.15,222,negative_price
S100,I557735,Reebok Nano X4,Footwear,-40972.03,452,negative_price
S100,I573783,,Home Appliances,79938.83,213,missing_item_name
S100,I586842,Dyson Vacuum Cleaner,Home Appliances,128560.91,-8,negative_stock
S100,I590437,Sony Wh-1000xm5 Headphones,Electronics,-137805.64,99,negative_price
S100,I603189,Boat Smartwatch,Electronics,-96318.42,495,negative_price
S100,I606790,,Electronics,89524.7,308,missing_item_name
S100,I609063,Puma Running Shoes,Footwear,-32536.04,168,negative_price
S100,I610553,Zara Maxi Dress,Apparel,-137089.41,325,negative_price
S100,I621597,,Home Appliances,112611.2,84,missing_item_name
S100,I623818,Apple Iphone 15 Pro,Electronics,96808.95,-13,negative_stock
S100,I661217,,Apparel,99707.87,296,missing_item_name
S100,I676147,Dell Xps 13 Laptop,Electronics,64251.87,-6,negative_stock
S100,I679288,Bajaj Mixer Grinder,Home Appliances,25829.56,-7,negative_stock
S100,I708480,,Footwear,123626.93,231,missing_item_name
S100,I724658,,Electronics,146328.18,394,missing_item_name
S100,I738790,,Footwear,98936.59,42,missing_item_name
S100,I747613,Dyson Vacuum Cleaner,Home Appliances,52661.21,-5,negative_stock
S100,I749094,Levis Denim Jacket,Apparel,-61845.85,78,negative_price
