seller_id,item_id,item_name,category,marketplace_price,stock_qty,dq_failure_reason
S100,I104274,Philips Air Fryer,Home Appliances,55806.54,-20,negative_stock
S100,I106161,Sony Wh-1000xm5 Headphones,Electronics,-75740.91,406,negative_price
S100,I108235,Puma Running Shoes,Footwear,33842.74,-10,negative_stock
S100,I112869,Philips Air Fryer,Home Appliances,128385.22,-13,negative_stock
S100,I12714,Sony Wh-1000xm5 Headphones,Electronics,-127215.5,50,negative_price
S100,I12957,Boat Smartwatch,Electronics,114486.46,-10,negative_stock
S100,I132544,,Footwear,111153.51,417,missing_item_name
S100,I139477,Dell Xps 13 Laptop,Electronics,50720.01,-5,negative_stock
S100,I139587,Levis Denim Jacket,Apparel,117918.7,-5,negative_stock
S100,I14177,,Apparel,57874.34,295,missing_item_name
S100,I153605,Samsung Galaxy S24 Ultra,Electronics,-119450.57,368,negative_price
S100,I167168,Philips Air Fryer,Home Appliances,-132040.35,428,negative_price
S100,I177620,,Electronics,59325.56,386,missing_item_name
S100,I211102,Philips Air Fryer,Home Appliances,-102761.43,398,negative_price
S100,I218204,Zara Maxi Dress,Apparel,-106474.12,138,negative_price
S100,I226280,Zara Maxi Dress,Apparel,3307.01,-5,negative_stock
S100,I236895,,Home Appliances,36588.67,472,missing_item_name
S100,I238694,,Footwear,64919.62,222,missing_item_name
S100,I240346,,Home Appliances,81274.97,163,missing_item_name
S100,I252846,,Footwear,57075.29,120,missing_item_name
S100,I261316,,Apparel,123080.43,42,missing_item_name
S100,I271398,Apple Iphone 15 Pro,Electronics,57617.78,-3,negative_stock
S100,I273949,,Home Appliances,146003.64,69,missing_item_name
S100,I278593,,Footwear,75716.06,62,missing_item_name
S100,I282714,,Footwear,8770.68,408,missing_item_name
S100,I285341,Puma Running Shoes,Footwear,116007.29,-12,negative_stock
S100,I287379,,Home Appliances,77791.94,149,missing_item_name
S100,I290949,Dyson Vacuum Cleaner,Home Appliances,98479.0,-8,negative_stock
S100,I292406,Reebok Nano X4,Footwear,63126.09,-5,negative_stock
S100,I294855,,Apparel,52349.12,472,missing_item_name
S100,I311543,,Home Appliances,99901.0,188,missing_item_name
S100,I314619,H&m Cotton Shirt,Apparel,-71437.36,147,negative_price
S100,I322539,Puma Running Shoes,Footwear,-133966.39,213,negative_price
S100,I323238,U.s. Polo T-shirt,Apparel,-81830.71,326,negative_price
S100,I331091,H&m Cotton Shirt,Apparel,65933.52,-6,negative_stock
S100,I331441,Sony Wh-1000xm5 Headphones,Electronics,-49657.68,416,negative_price
S100,I338702,,Home Appliances,107620.46,53,missing_item_name
S100,I349356,,Electronics,138525.36,117,missing_item_name
S100,I350083,,Home Appliances,148949.8,105,missing_item_name
S100,I352502,Levis Denim Jacket,Apparel,-97772.04,362,negative_price
S100,I362368,Nike Air Zoom Pegasus,Footwear,41164.58,-17,negative_stock
S100,I375924,U.s. Polo T-shirt,Apparel,-117794.21,467,negative_price
S100,I407994,Dyson Vacuum Cleaner,Home Appliances,142714.75,-6,negative_stock
S100,I431714,,Apparel,56583.1,305,missing_item_name
S100,I437509,Levis Denim Jacket,Apparel,56291.72,-8,negative_stock
S100,I465289,Philips Air Fryer,Home Appliances,20268.08,-18,negative_stock
S100,I480460,,Footwear,12412.12,493,missing_item_name
S100,I504357,Puma Running Shoes,Footwear,-145608.08,500,negative_price
S100,I514169,,Electronics,14207.54,359,missing_item_name
S100,I514694,Samsung 55” Smart Tv,Home Appliances,-10776.21,312,negative_price
S100,I529148,H&m Cotton Shirt,Apparel,86568.48,-1,negative_stock
S100,I575944,Reebok Nano X4,Footwear,-46282.33,383,negative_price
S100,I578574,Samsung 55” Smart Tv,Home Appliances,-46013.15,395,negative_price
S100,I585393,Apple Iphone 15 Pro,Electronics,-143107.18,467,negative_price
S100,I586245,Dyson Vacuum Cleaner,Home Appliances,-56106.51,34,negative_price
S100,I591534,Levis Denim Jacket,Apparel,-94765.49,116,negative_price
