seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S104,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S113,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S118,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S133,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S147,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S105,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S106,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S108,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S114,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S115,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S144,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S107,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S110,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S112,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S126,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S134,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S142,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S143,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S116,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S120,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S125,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S127,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S140,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S145,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S146,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S136,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S141,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S150,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S122,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S129,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S131,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S138,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S109,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S111,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S119,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S124,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S130,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S132,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S137,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S139,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S149,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S128,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S102,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S103,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S121,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
S135,I256279,Sony Wh-1000xm5 Headphones,Electronics,58102.73,1565.0,9.093077245E7
