seller_id,item_id,units_sold,revenue,marketplace_price,sale_date,dq_failure_reason
,I227914,331,4.569001731E7,35619.56,2025-10-18,missing_seller_id
,I227925,1871,1.2317194758E8,91540.93,2025-09-01,missing_seller_id
,I227937,2431,4.676219453E7,27252.76,2025-10-03,missing_seller_id
,I227951,487,7.106343119E7,63053.02,2025-09-22,missing_seller_id
C232,I227963,1103,1.4928016806E8,-50564.32,2025-09-20,price_negative
C229,I227965,2378,3.672361443E7,-116925.79,2025-09-12,price_negative
,I227969,1710,1.6952119263E8,17473.97,2025-09-23,missing_seller_id
,I227975,1946,1.404043155E7,60195.48,2025-09-19,missing_seller_id
C221,I227985,1388,1.7673739897E8,-58730.91,2025-10-12,price_negative
C223,I228006,2820,1.7177335503E8,11429.3,,missing_sale_date
C203,I228009,2919,3.1316843095E8,-75745.75,2025-09-02,price_negative
,I228024,1521,6.864158001E7,82764.03,2025-10-19,missing_seller_id
C244,I228055,1506,6991385.43,-93235.21,2025-09-30,price_negative
,I228116,2936,2.3647766995E8,147935.72,2025-10-01,missing_seller_id
,I228138,1598,2.751349126E7,11789.82,2025-10-14,missing_seller_id
,I228155,186,2.265869551E7,50434.17,2025-10-05,missing_seller_id
,I228176,538,6.482505837E7,29056.58,2025-10-27,missing_seller_id
C248,I228205,978,1.1462846745E8,-149410.3,2025-09-02,price_negative
,I228206,212,6649283.08,86432.29,2025-10-29,missing_seller_id
C218,I228208,353,5.278599654E7,141584.25,,missing_sale_date
,I228211,2048,2.1997287892E8,139466.18,2025-10-04,missing_seller_id
C222,I228237,153,6041646.92,-148604.48,2025-10-14,price_negative
C208,I228247,173,4506080.45,-118129.61,2025-10-24,price_negative
,I228248,415,3.10581133E7,123135.89,2025-10-05,missing_seller_id
,I228269,1372,1.1445229453E8,143161.83,2025-10-11,missing_seller_id
,I228271,454,3.760252298E7,106016.25,2025-10-19,missing_seller_id
C209,I228275,372,3.011180465E7,121976.15,,missing_sale_date
,I228279,303,4.51309203E7,75484.22,2025-10-31,missing_seller_id
C244,I228288,1443,3.148222785E7,-795.42,2025-09-22,price_negative
,I228323,2719,3.919044896E8,125428.02,2025-09-17,missing_seller_id
C220,I228335,1184,1.326486811E7,149888.53,,missing_sale_date
,I228353,2416,2.9812616535E8,56241.17,2025-09-16,missing_seller_id
,I228357,1966,7.574994862E7,102809.4,2025-10-05,missing_seller_id
C237,I228362,576,4.917868381E7,-137192.5,2025-09-01,price_negative
,I228375,1622,2.1388607005E8,52765.8,2025-10-02,missing_seller_id
C220,I228412,1661,1.3546478628E8,93258.43,,missing_sale_date
C205,I228417,136,1838086.46,38628.04,,missing_sale_date
C213,I228431,850,1.582119312E7,-24356.15,2025-10-12,price_negative
C241,I228468,128,7360295.8,20797.75,,missing_sale_date
C246,I228473,395,5.583771831E7,135467.08,,missing_sale_date
C220,I228475,238,3.082915029E7,53281.69,,missing_sale_date
C226,I228505,2238,1.5014111744E8,-65060.24,2025-10-16,price_negative
C202,I228544,916,9.752755129E7,-65473.56,2025-09-28,price_negative
C214,I228550,0,7.013311924E7,145100.95,,missing_sale_date
C234,I228559,1633,1.3440483587E8,112038.23,,missing_sale_date
C244,I228579,2121,2.3235796586E8,-56809.3,2025-10-24,price_negative
C226,I228593,2726,1.9614169194E8,28145.69,,missing_sale_date
C236,I228602,1608,8.136877676E7,118197.3,,missing_sale_date
C250,I228690,970,1.3817050641E8,-82378.09,2025-10-10,price_negative
C229,I228701,913,1.415175295E7,59355.42,,missing_sale_date
C216,I228703,142,2925930.27,-8995.54,2025-10-27,price_negative
C216,I228712,2624,2.2940611383E8,-46928.01,2025-09-20,price_negative
C244,I228765,2051,4.442528014E7,-71978.73,2025-09-09,price_negative
C225,I228771,0,2.7571578954E8,-139585.47,2025-10-05,price_negative
C204,I228778,1826,1.9428280799E8,99591.12,,missing_sale_date
,I228785,2598,1.319565741E7,2121.87,2025-10-02,missing_seller_id
,I228792,1116,1.667866713E7,26468.41,2025-10-12,missing_seller_id
C203,I228793,1617,1.7442069349E8,38700.7,,missing_sale_date
C242,I228831,2866,2.0480750543E8,-73616.47,2025-10-23,price_negative
C201,I228834,2818,3.2440259658E8,-68751.36,2025-09-21,price_negative
C215,I228863,0,2.3207723405E8,-86392.59,2025-10-18,price_negative
,I228879,1911,1.0300277054E8,38565.28,2025-09-11,missing_seller_id
C217,I228881,2726,1.7242120103E8,-140409.69,2025-10-26,price_negative
C249,I228933,1879,3.732390604E7,8539.65,,missing_sale_date
,I228946,2232,2.7211583568E8,114942.99,2025-10-22,missing_seller_id
,I229029,2943,5.547614071E7,36661.89,2025-09-25,missing_seller_id
,I229045,433,1.424635624E7,112611.97,2025-10-17,missing_seller_id
C229,I229073,1304,1.685511336E8,95892.83,,missing_sale_date
C212,I229085,987,3.587696204E7,-88197.97,2025-10-29,price_negative
C250,I229094,1435,2.1146720196E8,-86297.17,2025-09-09,price_negative
C220,I229095,643,8.548551758E7,78614.08,,missing_sale_date
,I229114,2870,1.4457736507E8,82629.38,2025-10-22,missing_seller_id
C240,I229157,193,1.991232604E7,-122265.24,2025-10-22,price_negative
,I229175,1515,1.1444743444E8,35954.87,2025-10-23,missing_seller_id
C249,I229184,1362,6.507159739E7,57656.25,,missing_sale_date
,I229192,1568,3.522604072E7,89527.81,2025-09-18,missing_seller_id
,I229194,2296,9.534200368E7,63589.18,2025-09-01,missing_seller_id
C227,I229215,1257,4.585561605E7,-132224.98,2025-10-27,price_negative
C222,I229218,2112,2.9563631568E8,-149512.29,2025-10-15,price_negative
C236,I229253,760,0.0,-22967.49,2025-09-26,price_negative
,I229261,1929,2.5438383708E8,132118.23,2025-09-02,missing_seller_id
C217,I229264,1111,1.3603457261E8,111643.41,,missing_sale_date
C248,I229311,1872,4.22290603E7,96494.87,,missing_sale_date
C217,I229346,0,4.889231904E7,20622.0,,missing_sale_date
C223,I229350,366,5.023282578E7,-36402.42,2025-10-21,price_negative
,I229356,1329,1.920614708E7,-35855.42,2025-10-29,"missing_seller_id,price_negative"
C240,I229360,1347,1.7203375825E8,-84693.48,2025-09-14,price_negative
C227,I229381,1140,2.378520396E7,-101495.42,2025-09-23,price_negative
C243,I229395,1193,6.353912816E7,36030.38,,missing_sale_date
C216,I229412,2312,1.762913073E8,67489.56,,missing_sale_date
C238,I229436,462,6.550604345E7,131237.44,,missing_sale_date
,I229450,1606,1.7060461214E8,50014.91,2025-09-11,missing_seller_id
,I229459,1681,3.139468444E7,30600.06,2025-10-02,missing_seller_id
,I229471,1074,3.808591985E7,109763.4,2025-09-01,missing_seller_id
,I229486,724,6820163.15,3637.88,2025-10-17,missing_seller_id
C206,I229511,1984,2.0960066127E8,-139293.75,2025-10-14,price_negative
,I229548,861,8.066796245E7,91891.1,2025-09-01,missing_seller_id
C210,I229564,794,7207823.3,21373.42,,missing_sale_date
,I229566,2074,2.1312232758E8,14061.16,2025-10-02,missing_seller_id
C223,I229567,1508,8.051576056E7,30688.56,,missing_sale_date
C223,I229586,1733,1.5446929216E8,-94680.36,2025-09-03,price_negative
,I229605,2635,2.7293929503E8,62878.58,2025-10-28,missing_seller_id
,I229631,2370,1.5215514373E8,32483.93,2025-10-16,missing_seller_id
C227,I229661,2543,1.9090031725E8,9070.2,,missing_sale_date
,I229675,1823,3.119999915E7,144853.77,2025-09-25,missing_seller_id
C240,I229678,1925,2.028080014E7,40215.01,,missing_sale_date
C201,I229691,1771,1.8594149344E8,111298.34,,missing_sale_date
,I229696,2931,1.6149122633E8,95553.68,2025-10-04,missing_seller_id
C208,I229697,296,1.086017331E7,92504.71,,missing_sale_date
,I229708,1291,7.765214498E7,80017.73,2025-10-23,missing_seller_id
C220,I229745,1942,1.4485927814E8,-98145.6,2025-09-18,price_negative
C250,I229777,2022,2.8323549051E8,-2418.7,2025-10-21,price_negative
C205,I229798,1035,3.198941421E7,100352.59,,missing_sale_date
C201,I229814,1462,1.93243475E8,131666.51,,missing_sale_date
C231,I229831,1417,5.849034684E7,110463.4,,missing_sale_date
C249,I229834,248,3.385044069E7,-1431.2,2025-10-22,price_negative
C232,I229841,2410,3.794425863E7,120310.59,,missing_sale_date
C203,I229844,1137,2.275406803E7,69478.69,,missing_sale_date
,I229846,2222,7.206258482E7,89329.65,2025-09-10,missing_seller_id
C215,I229877,1732,3.381165687E7,-147883.96,2025-10-03,price_negative
C202,I229879,406,1.731731984E7,26758.77,,missing_sale_date
,I229907,1423,7.293670359E7,28973.73,2025-09-11,missing_seller_id
C212,I229949,2012,3.443228238E7,56404.89,,missing_sale_date
C210,I229971,1982,3.927971732E7,-3006.97,2025-10-12,price_negative
,I229974,2048,2.6624761635E8,41545.48,2025-09-08,missing_seller_id
,I229991,1446,1.3399281931E8,24338.4,2025-09-11,missing_seller_id
,I230018,259,1.605274802E7,31673.65,2025-10-16,missing_seller_id
C245,I230021,1579,1.2526395836E8,-16295.72,2025-09-24,price_negative
C201,I230041,1477,5.722744945E7,53920.11,,missing_sale_date
C218,I230074,2418,1.7930501682E8,58165.84,,missing_sale_date
C233,I230076,1830,2.2915753011E8,40294.27,,missing_sale_date
,I230083,305,3.048874644E7,130328.96,2025-10-30,missing_seller_id
C227,I230094,1736,1.1785125985E8,133111.84,,missing_sale_date
,I230122,859,5.184011199E7,48088.75,2025-09-18,missing_seller_id
C211,I230143,1861,2.2059777892E8,-40999.32,2025-09-01,price_negative
C241,I230152,1871,6.378156491E7,100265.26,,missing_sale_date
,I230168,2235,1.5659006815E8,62533.72,2025-09-08,missing_seller_id
,I230192,1485,5.936141507E7,11556.62,2025-09-11,missing_seller_id
,I230201,776,4.51974747E7,70643.47,2025-09-15,missing_seller_id
C215,I230239,1432,1.2314680071E8,36878.53,,missing_sale_date
C225,I230255,2455,2.7961735131E8,25835.5,,missing_sale_date
,I230270,2006,1.425587539E8,92538.1,2025-10-15,missing_seller_id
C218,I230285,215,1.143765534E7,-44888.84,2025-10-22,price_negative
C222,I230330,1521,1.7477786873E8,31147.13,,missing_sale_date
C224,I230342,1497,2.1376340969E8,-63039.79,2025-10-31,price_negative
C212,I230372,341,3.62688952E7,-142657.81,2025-09-02,price_negative
,I230407,1983,1.2631360237E8,115363.35,2025-09-09,missing_seller_id
C209,I230409,1698,3.808833554E7,41672.87,,missing_sale_date
C206,I230412,2029,2.1430482834E8,-13556.91,2025-09-12,price_negative
C240,I230414,636,2.478165131E7,83196.56,,missing_sale_date
,I230435,1127,1.2080366993E8,25776.84,2025-10-15,missing_seller_id
C229,I230436,319,2.293385026E7,119988.57,,missing_sale_date
C217,I230454,638,2.57001315E7,-71686.84,2025-09-01,price_negative
,I230460,517,3890795.9,65301.22,2025-09-03,missing_seller_id
,I230495,2261,2.0695990839E8,26906.85,2025-10-07,missing_seller_id
C222,I230501,1512,3.80870921E7,-52497.08,2025-09-30,price_negative
C211,I230527,1275,0.0,139987.49,,missing_sale_date
C244,I230532,1187,9.507731736E7,-53457.34,2025-10-07,price_negative
C245,I230551,2719,2.0162909451E8,-96015.37,2025-09-23,price_negative
C233,I230555,1782,8.147471593E7,-30620.83,2025-10-03,price_negative
C219,I230585,1926,7.291786418E7,-129105.97,2025-10-18,price_negative
,I230593,1095,1.5334447837E8,62761.5,2025-09-29,missing_seller_id
C202,I230605,369,4.601112182E7,-63428.19,,"price_negative,missing_sale_date"
C208,I230606,426,3972077.06,-67939.98,2025-09-10,price_negative
C239,I230613,1822,4863878.03,-71387.47,2025-10-29,price_negative
C223,I230627,1813,5.481262535E7,-63381.0,2025-10-05,price_negative
C243,I230636,1805,2.1532278033E8,-132819.59,2025-09-22,price_negative
C244,I230646,2714,2.8428893471E8,79570.76,,missing_sale_date
C249,I230652,2675,1.4695528567E8,-64196.98,2025-10-01,price_negative
,I230666,2294,3.375065302E8,85512.93,2025-10-22,missing_seller_id
C235,I230673,450,5.223217268E7,-13120.79,2025-09-20,price_negative
C209,I230695,309,3.140300632E7,75605.68,,missing_sale_date
C239,I230759,750,7.888233829E7,-4708.55,,"price_negative,missing_sale_date"
C222,I230784,1536,1.5381624996E8,128987.21,,missing_sale_date
,I230879,503,5.445565724E7,101661.51,2025-10-13,missing_seller_id
