seller_id,item_id,units_sold,revenue,marketplace_price,sale_date,dq_failure_reason
,I335990,775,1.1509399713E8,88297.42,2025-09-22,missing_seller_id
C242,I335996,451,6.461460638E7,149429.2,,missing_sale_date
C241,I336022,457,1.678514988E7,-5396.79,2025-10-27,price_negative
,I336027,2178,4.169979097E7,127856.78,,"missing_seller_id,missing_sale_date"
C220,I336033,2264,1.4216348659E8,-12039.84,2025-10-31,price_negative
C224,I336058,1473,5.381925056E7,-88643.78,2025-09-30,price_negative
,I336076,1697,3.712196804E7,138541.83,2025-09-12,missing_seller_id
,I336084,2317,1.5649855117E8,100648.39,2025-10-16,missing_seller_id
,I336092,2818,3.12356314E8,129956.57,2025-10-17,missing_seller_id
C232,I336095,2845,3.4539908249E8,-149035.25,2025-09-24,price_negative
C201,I336098,2746,3.6608357227E8,-31788.05,2025-09-17,price_negative
C244,I336108,1883,1.3370810384E8,64997.63,,missing_sale_date
,I336125,1133,2.254492735E7,137525.26,2025-09-05,missing_seller_id
,I336161,594,4.896437491E7,71761.4,2025-10-15,missing_seller_id
C231,I336191,2615,3.4134102416E8,-19284.52,2025-10-09,price_negative
C234,I336211,1375,9.787860367E7,13216.95,,missing_sale_date
,I336233,2750,3.0853451283E8,140046.81,2025-09-13,missing_seller_id
C204,I336264,1136,5806422.92,92645.94,,missing_sale_date
,I336280,2264,6.822764983E7,80989.69,2025-09-18,missing_seller_id
C236,I336326,831,1.2044700436E8,-98814.97,2025-10-24,price_negative
C243,I336374,160,2.055458478E7,-111630.51,2025-09-02,price_negative
C248,I336442,680,7.281837145E7,139698.22,,missing_sale_date
C206,I336459,1605,1.3397311059E8,43240.77,,missing_sale_date
C241,I336488,2636,5.016570173E7,-13254.66,2025-09-27,price_negative
C204,I336489,1682,9.330429046E7,-12189.89,2025-09-07,price_negative
C226,I336539,1641,7.004745575E7,-149730.24,2025-10-18,price_negative
C214,I336545,1552,1.3732916535E8,77212.71,,missing_sale_date
C237,I336572,238,1.778286942E7,133606.56,,missing_sale_date
,I336609,247,2157152.02,134217.37,2025-09-30,missing_seller_id
,I336624,1610,1.2976851873E8,91923.01,2025-09-27,missing_seller_id
C250,I336628,2885,1.4649283465E8,-56787.63,2025-09-03,price_negative
C249,I336660,355,1.029618853E7,-123851.29,2025-09-21,price_negative
C243,I336673,2293,1.103799291E8,34351.86,,missing_sale_date
C232,I336686,2750,4.0400499403E8,-145504.68,2025-09-02,price_negative
,I336727,850,7.730168497E7,-6763.83,2025-09-20,"missing_seller_id,price_negative"
C220,I336732,1302,8.247641744E7,135127.68,,missing_sale_date
C209,I336795,1559,2.1119991588E8,-125096.87,2025-09-30,price_negative
,I336822,1022,2.622938088E7,77014.19,2025-09-10,missing_seller_id
C243,I336829,1287,8.652522228E7,139520.96,,missing_sale_date
C235,I336840,2254,5.848085019E7,138991.45,,missing_sale_date
C215,I336847,2585,1.8102481816E8,-114974.37,2025-10-22,price_negative
,I336884,1483,1.9783947196E8,19068.36,2025-10-26,missing_seller_id
C242,I336915,468,1.382878294E7,-67335.0,2025-10-09,price_negative
C240,I336933,292,1.502965155E7,96882.57,,missing_sale_date
C247,I336954,1182,1.2756130766E8,135299.88,,missing_sale_date
C234,I336960,2792,3.7707410527E8,83125.38,,missing_sale_date
C245,I337018,951,1.3602685172E8,-64232.84,2025-10-16,price_negative
C241,I337030,1816,1.3907277247E8,-13918.49,2025-10-02,price_negative
,I337057,2207,2.9099631209E8,57845.72,2025-10-07,missing_seller_id
C219,I337064,2629,2.903767919E8,39403.17,,missing_sale_date
,I337068,1416,7.951964618E7,63296.99,2025-10-09,missing_seller_id
C202,I337069,1602,1.5586950435E8,71496.36,,missing_sale_date
C221,I337075,1326,1.5776178225E8,73609.39,,missing_sale_date
C241,I337078,1164,3.479579524E7,-148727.44,2025-10-23,price_negative
C247,I337098,897,0.0,80972.81,,missing_sale_date
C206,I337113,1407,8626225.76,-149398.89,2025-09-22,price_negative
,I337120,302,2351634.07,75835.88,2025-10-03,missing_seller_id
,I337182,1834,4.494966581E7,116826.28,2025-10-21,missing_seller_id
,I337208,1197,7.995740783E7,52287.65,2025-10-30,missing_seller_id
C227,I337213,1106,1.709626492E7,118076.95,,missing_sale_date
,I337226,671,1.367611823E7,4495.16,2025-10-30,missing_seller_id
,I337242,2664,3.050727247E7,116675.53,2025-09-15,missing_seller_id
,I337258,1917,1.7008654253E8,62602.94,2025-10-03,missing_seller_id
C220,I337301,1868,0.0,-64688.39,2025-09-11,price_negative
C247,I337305,2001,7.189989193E7,-51833.98,2025-10-05,price_negative
C206,I337322,326,2337732.08,126113.38,,missing_sale_date
,I337323,1007,9.990944603E7,145157.17,2025-09-18,missing_seller_id
C203,I337349,2223,9.550745271E7,-110548.91,2025-09-16,price_negative
C243,I337377,2233,2.7485669868E8,-100549.72,2025-10-05,price_negative
,I337415,449,6234489.63,26665.16,2025-10-30,missing_seller_id
C232,I337442,2505,1.5695799692E8,-120245.08,2025-09-08,price_negative
,I337449,1744,9.863979341E7,29711.59,2025-10-24,missing_seller_id
,I337463,1532,1.9403995426E8,42481.88,2025-10-27,missing_seller_id
,I337502,1995,2.4201815593E8,57490.18,2025-09-18,missing_seller_id
,I337506,352,2.104994595E7,53248.17,2025-10-07,missing_seller_id
C212,I337534,2829,3.1019404317E8,62320.53,,missing_sale_date
C238,I337582,548,5.732280026E7,-57821.01,2025-09-20,price_negative
,I337584,1876,2.1429734667E8,99316.81,2025-09-08,missing_seller_id
C220,I337591,791,5.317062987E7,85430.76,,missing_sale_date
C209,I337592,1126,1.5140450256E8,-92837.13,2025-09-02,price_negative
,I337631,1004,1.0720725528E8,58837.43,2025-10-21,missing_seller_id
C249,I337656,816,1.0878651582E8,143555.39,,missing_sale_date
,I337661,592,7.755777375E7,105093.08,2025-10-20,missing_seller_id
C227,I337668,249,3.27008194E7,-76238.59,2025-10-31,price_negative
,I337692,491,1.426711086E7,119896.63,2025-10-07,missing_seller_id
,I337696,2792,2.1574200419E8,113319.08,2025-09-27,missing_seller_id
,I337699,1501,0.0,106474.56,2025-09-25,missing_seller_id
C220,I337702,1772,2.1952984838E8,10949.98,,missing_sale_date
,I337731,2596,3.6441767161E8,143560.1,2025-09-13,missing_seller_id
C222,I337739,2340,2.872242973E8,-39144.86,2025-09-16,price_negative
C210,I337751,873,2052892.18,57323.51,,missing_sale_date
C250,I337769,113,1.6498922E7,-124808.81,2025-09-22,price_negative
,I337790,846,1.532179219E7,52964.46,2025-09-07,missing_seller_id
C229,I337809,1038,1.4693354568E8,61599.31,,missing_sale_date
C238,I337821,1485,1.6494346493E8,-146149.24,2025-10-02,price_negative
,I337834,302,3.216389424E7,119596.9,2025-10-26,missing_seller_id
C234,I337897,2035,2.6234814145E8,62330.74,,missing_sale_date
C220,I337975,1754,4.965254159E7,102784.66,,missing_sale_date
C231,I337981,882,4.695036953E7,78892.1,,missing_sale_date
C208,I337986,2608,3.9074053791E8,-93618.95,2025-10-13,price_negative
C203,I337990,2245,2.4557518091E8,136405.27,,missing_sale_date
C224,I338029,1406,1.294309311E7,106849.94,,missing_sale_date
,I338080,469,1936256.15,85855.41,2025-09-15,missing_seller_id
C246,I338081,219,1.364531355E7,-133586.33,2025-10-19,price_negative
C244,I338128,2322,2.9675556749E8,119873.24,,missing_sale_date
C235,I338144,992,2.311353109E7,-27256.18,2025-10-04,price_negative
C246,I338184,1561,8.621986691E7,29049.45,,missing_sale_date
C202,I338191,2971,1.0219625109E8,17467.68,,missing_sale_date
C242,I338195,988,1.1677572181E8,-76359.61,2025-09-02,price_negative
,I338204,338,4.960657295E7,149258.66,2025-10-10,missing_seller_id
C227,I338205,2482,1.9319028657E8,64515.55,,missing_sale_date
C248,I338230,2050,2.7159397984E8,50334.21,,missing_sale_date
,I338255,2097,1.5939001611E8,22467.39,2025-09-30,missing_seller_id
C249,I338280,508,1.292245743E7,107751.54,,missing_sale_date
C223,I338283,2710,2.0433579431E8,-117483.87,2025-10-27,price_negative
,I338293,1664,1.7784393398E8,130906.52,2025-10-31,missing_seller_id
C231,I338305,2052,8.141555218E7,-45132.51,2025-10-07,price_negative
C214,I338356,1253,1.3041400323E8,3551.69,,missing_sale_date
C205,I338366,0,3.995417513E7,-101221.47,2025-10-31,price_negative
C213,I338370,2794,2.6686771509E8,79822.88,,missing_sale_date
C211,I338374,1001,9.692110377E7,-105825.23,2025-09-04,price_negative
,I338392,1184,5.289579686E7,15129.91,2025-09-25,missing_seller_id
C250,I338442,807,1.0690315926E8,101916.21,,missing_sale_date
C243,I338445,2863,2.2463837433E8,83204.95,,missing_sale_date
,I338447,2974,1.874803881E8,12337.07,2025-09-02,missing_seller_id
C204,I338455,787,3.326896043E7,124598.79,,missing_sale_date
,I338466,359,2.223128663E7,84297.78,2025-09-03,missing_seller_id
C215,I338494,2386,6.513025594E7,-87940.21,2025-10-13,price_negative
C231,I338550,0,1.4382773573E8,-6299.27,2025-10-26,price_negative
,I338553,769,8.875903341E7,136448.33,2025-10-03,missing_seller_id
,I338580,1586,2.1710751863E8,2782.31,2025-10-02,missing_seller_id
,I338584,1396,4.348767595E7,71362.46,2025-09-21,missing_seller_id
,I338586,2816,1.9036590506E8,15381.68,2025-09-21,missing_seller_id
,I338587,1342,9.006981039E7,147252.42,,"missing_seller_id,missing_sale_date"
C225,I338601,1884,1.8188854158E8,-59623.55,2025-10-04,price_negative
C215,I338625,2017,1.1009038227E8,30037.33,,missing_sale_date
,I338656,1957,9.116363388E7,121580.32,2025-09-02,missing_seller_id
C249,I338707,674,4.7122491E7,-120138.64,2025-10-28,price_negative
,I338719,1564,0.0,2949.51,2025-09-22,missing_seller_id
C234,I338786,1291,1.0883020315E8,38378.23,,missing_sale_date
C208,I338813,1896,2.6858171947E8,-36701.17,2025-10-20,price_negative
C205,I338830,2861,1.0469205199E8,149438.38,,missing_sale_date
C214,I338863,1849,2.0881881828E8,-4031.91,,"price_negative,missing_sale_date"
C237,I338872,1205,1.2163412428E8,-93919.54,2025-09-02,price_negative
C203,I338881,705,5711022.5,93341.75,,missing_sale_date
C220,I338883,1464,8.541729728E7,94179.41,,missing_sale_date
C210,I338890,2822,1.5712657918E8,-94181.66,2025-09-27,price_negative
C204,I338896,958,1.1100272405E8,-32423.49,2025-10-20,price_negative
C216,I338964,509,6.209323213E7,-127008.15,2025-10-15,price_negative
C220,I338982,1999,1.4090383945E8,-50066.0,2025-09-07,price_negative
,I339039,2198,2.6829817132E8,1408.85,2025-10-24,missing_seller_id
C221,I339048,1201,1.6190112312E8,-56688.82,2025-09-13,price_negative
,I339060,1961,1.8342398027E8,71233.34,2025-10-27,missing_seller_id
C228,I339061,2466,2.9724788002E8,13014.05,,missing_sale_date
C212,I339080,2392,3.2495298206E8,32209.95,,missing_sale_date
C208,I339103,209,1.638358028E7,140116.92,,missing_sale_date
C248,I339107,1689,2.0121467055E8,-98829.95,2025-09-08,price_negative
,I339108,298,4.121357224E7,38647.53,2025-09-29,missing_seller_id
,I339129,308,3.892269051E7,86332.47,2025-10-12,missing_seller_id
,I339137,1275,9.591315212E7,52681.81,2025-10-25,missing_seller_id
,I339138,1294,8.185875818E7,146450.24,2025-09-05,missing_seller_id
C249,I339143,1069,5.842579859E7,56402.41,,missing_sale_date
,I339151,1483,1.0948621369E8,46501.03,2025-10-23,missing_seller_id
,I339164,2102,1710579.29,58643.55,2025-10-30,missing_seller_id
,I339170,509,0.0,60117.06,2025-10-17,missing_seller_id
C241,I339176,1687,0.0,125671.38,,missing_sale_date
,I339178,1052,1.4831645718E8,56935.54,,"missing_seller_id,missing_sale_date"
C248,I339210,862,9.455658981E7,-144686.41,2025-09-23,price_negative
,I339217,2370,5.681372759E7,125873.37,2025-10-11,missing_seller_id
,I339239,2353,2.3562924889E8,81116.31,2025-10-29,missing_seller_id
,I339250,1573,1.2488258433E8,148062.0,2025-09-11,missing_seller_id
,I339264,756,1.1217902566E8,81349.82,2025-10-20,missing_seller_id
,I339269,443,3.553914839E7,93766.42,,"missing_seller_id,missing_sale_date"
C204,I339270,2121,2.9354044185E8,104449.41,,missing_sale_date
C226,I339278,1072,2.402545717E7,107202.61,,missing_sale_date
C239,I339313,593,3.043408733E7,-74158.42,2025-09-29,price_negative
,I339316,1295,1.4074706576E8,114304.02,2025-10-28,missing_seller_id
,I339319,118,1.369082105E7,19521.13,2025-09-11,missing_seller_id
C203,I339331,412,4.547012486E7,46851.97,,missing_sale_date
,I339368,1357,1.8180966246E8,149145.39,2025-09-22,missing_seller_id
,I339377,805,2.683932972E7,103639.89,2025-10-22,missing_seller_id
C245,I339401,1190,2.045212506E7,-111609.49,2025-10-07,price_negative
C244,I339448,2638,3.3275407073E8,114718.34,,missing_sale_date
C246,I339467,1397,8.205281122E7,36575.85,,missing_sale_date
,I339488,2539,3.5481609748E8,28032.63,2025-09-07,missing_seller_id
C216,I339490,876,8.303595488E7,-114573.41,2025-09-14,price_negative
C234,I339506,2813,3.4234069921E8,-22278.09,2025-09-19,price_negative
,I339512,2127,2.7001091442E8,5495.05,2025-09-13,missing_seller_id
C238,I339523,1655,2.1837208541E8,144947.03,,missing_sale_date
,I339524,1338,6.534224324E7,64421.95,2025-10-13,missing_seller_id
C241,I339530,1628,2.2121424664E8,53668.6,,missing_sale_date
C233,I339539,261,1.519229154E7,-14134.17,2025-10-07,price_negative
,I339553,1343,2.140797421E7,135202.1,2025-09-19,missing_seller_id
C217,I339561,2155,1.6079460607E8,-24833.06,2025-10-02,price_negative
C243,I339571,758,6.789324434E7,-32762.21,2025-10-22,price_negative
C221,I339595,159,1.906081951E7,-71595.77,2025-10-19,price_negative
,I339604,2508,3.5310878419E8,148734.95,2025-10-21,missing_seller_id
C225,I339630,565,8.304434873E7,-22479.87,2025-09-07,price_negative
C237,I339636,2903,1.9067877551E8,105095.95,,missing_sale_date
C213,I339637,1226,1.1877405763E8,58537.01,,missing_sale_date
C214,I339674,766,6.199145452E7,-124246.99,2025-10-17,price_negative
,I339682,1744,1.0768878023E8,95790.44,2025-10-13,missing_seller_id
C248,I339696,530,6.161293878E7,-4263.41,2025-10-21,price_negative
,I339698,1745,1.015717488E8,69813.44,2025-10-21,missing_seller_id
C201,I339706,1894,7.049941998E7,75824.67,,missing_sale_date
C235,I339725,1285,1.5013044299E8,31933.75,,missing_sale_date
C223,I339733,355,5.007854633E7,-120951.49,2025-10-08,price_negative
C207,I339743,2132,1.1122214234E8,138360.8,,missing_sale_date
C213,I339744,1694,1.236900506E7,-24464.8,2025-10-14,price_negative
,I339767,170,2.007322948E7,127257.75,2025-09-18,missing_seller_id
,I339779,2182,2.9897010697E8,14567.67,2025-09-21,missing_seller_id
,I339799,409,6855357.5,30242.74,2025-09-01,missing_seller_id
,I339807,2195,2.555153026E7,80569.36,2025-09-16,missing_seller_id
C240,I339828,2820,3.9882941697E8,-42219.73,2025-10-14,price_negative
C213,I339840,1206,3.896843377E7,62185.08,,missing_sale_date
,I339854,1735,2.5433713909E8,41070.83,2025-10-25,missing_seller_id
,I339880,720,8.668506664E7,67491.08,2025-09-16,missing_seller_id
C214,I339903,2402,3.5779828607E8,-82695.71,2025-10-22,price_negative
,I339920,2808,3.597226333E7,48193.41,2025-10-16,missing_seller_id
C226,I339922,814,1003025.23,-50868.35,2025-09-06,price_negative
C250,I339925,2652,1.2247210229E8,86763.66,,missing_sale_date
C245,I339948,2658,3.1072583583E8,140182.93,,missing_sale_date
C201,I339954,103,1351436.97,-38548.91,2025-09-29,price_negative
C229,I340008,1894,0.0,114711.36,,missing_sale_date
C238,I340044,2775,3.402215958E7,-95877.72,2025-10-28,price_negative
