seller_id,item_id,units_sold,revenue,marketplace_price,sale_date,dq_failure_reason
,I119845,1493,9.959113069E7,51184.51,2025-09-10,missing_seller_id
C204,I119869,2661,1.3674414496E8,98553.75,,missing_sale_date
C202,I119914,2708,3.3424234197E8,-81195.79,2025-10-06,price_negative
C221,I119924,1924,2.209268246E8,103526.91,,missing_sale_date
C202,I119928,1300,1.0210569948E8,52242.2,,missing_sale_date
C204,I119934,2920,2.7449129387E8,102167.43,,missing_sale_date
C219,I119941,2309,7.080184652E7,106210.79,,missing_sale_date
C216,I119965,2517,3.4368912106E8,-69657.93,2025-09-25,price_negative
C202,I119979,2100,2.3092562139E8,65278.45,,missing_sale_date
,I119987,2910,1.8507073347E8,38848.02,2025-09-27,missing_seller_id
C202,I119989,1474,4.114256943E7,-145959.18,2025-09-05,price_negative
,I119997,1915,7.404600485E7,147372.72,2025-10-17,missing_seller_id
C241,I120010,1198,2.947449426E7,-8874.86,2025-09-19,price_negative
,I120012,946,3.219557244E7,78794.47,2025-09-21,missing_seller_id
C246,I120020,2625,0.0,54370.73,,missing_sale_date
,I120041,2020,2.8943585749E8,105191.34,2025-10-20,missing_seller_id
C207,I120050,894,8.069303097E7,-51699.93,2025-09-23,price_negative
C224,I120055,864,5.229842463E7,60955.78,,missing_sale_date
C233,I120065,2113,5.596597793E7,148415.91,,missing_sale_date
C236,I120069,1671,4.961169347E7,-1679.9,2025-10-27,price_negative
C206,I120083,2557,7.852599336E7,-108373.16,2025-10-19,price_negative
,I120099,2137,1.3080948577E8,90284.49,2025-10-29,missing_seller_id
,I120134,1212,0.0,130193.1,2025-09-22,missing_seller_id
C237,I120137,1097,1.4503904486E8,4115.41,,missing_sale_date
,I120142,908,6.134478973E7,58073.63,2025-10-16,missing_seller_id
C237,I120151,1406,1.0802234776E8,115266.65,,missing_sale_date
,I120196,1485,8152780.13,78444.12,2025-10-27,missing_seller_id
,I120211,1829,2.4523072028E8,19545.87,2025-09-29,missing_seller_id
C238,I120220,1321,1.8252522971E8,37043.76,,missing_sale_date
C233,I120227,390,4.257276082E7,-102162.25,2025-10-29,price_negative
C244,I120243,1274,2.707423581E7,-51894.37,2025-10-04,price_negative
C232,I120268,376,1.608390167E7,115870.61,,missing_sale_date
,I120279,418,4.400578119E7,90750.86,2025-09-01,missing_seller_id
,I120287,2795,3.0481647397E8,19828.5,,"missing_seller_id,missing_sale_date"
C226,I120294,2431,1.0308192502E8,140831.31,,missing_sale_date
C227,I120301,696,1.0205386005E8,122164.5,,missing_sale_date
,I120309,1760,1.6597236586E8,119021.59,2025-09-29,missing_seller_id
,I120316,2016,2.9282468472E8,142369.05,2025-10-23,missing_seller_id
C215,I120317,1948,2.228074107E7,24182.13,,missing_sale_date
C234,I120325,2868,3.1470337191E8,-136122.93,2025-10-06,price_negative
C218,I120342,0,1.2000966359E8,140548.66,,missing_sale_date
C208,I120348,198,9476762.11,-148785.69,2025-10-30,price_negative
C209,I120353,658,1.73095432E7,-127139.57,2025-10-15,price_negative
C244,I120373,1782,8.056821241E7,10645.15,,missing_sale_date
,I120397,1923,1.0976947417E8,94490.0,2025-09-02,missing_seller_id
,I120427,2886,1.8364258995E8,126175.35,2025-10-11,missing_seller_id
,I120431,1803,2.0787521799E8,138109.72,2025-09-19,missing_seller_id
C224,I120456,156,3650171.07,108772.53,,missing_sale_date
