seller_id,item_id,units_sold,revenue,marketplace_price,sale_date,dq_failure_reason
,I660234,2776,1.5162103097E8,118464.11,2025-09-20,missing_seller_id
C235,I660249,1581,3.08639679E7,75201.55,,missing_sale_date
,I660251,2963,4138944.84,116196.98,2025-09-06,missing_seller_id
C245,I660252,2454,1.007097196E8,46934.2,,missing_sale_date
,I660253,524,3.523644847E7,59302.31,2025-09-15,missing_seller_id
C247,I660256,2151,1.7967781273E8,66647.86,,missing_sale_date
,I660264,1194,6.783209822E7,35807.43,2025-09-11,missing_seller_id
C204,I660266,2708,2.4407496553E8,-133644.89,2025-09-25,price_negative
,I660292,0,2.7890127882E8,108781.28,2025-10-04,missing_seller_id
C217,I660296,175,537523.01,-22075.73,2025-09-12,price_negative
,I660300,2139,2.4380469185E8,149624.35,2025-09-11,missing_seller_id
C246,I660304,2373,3.0426976184E8,-113801.49,2025-10-28,price_negative
,I660313,1855,1.7398565743E8,109896.72,2025-10-24,missing_seller_id
C249,I660316,429,5.610794923E7,-139027.35,,"price_negative,missing_sale_date"
C220,I660333,1126,4.081983114E7,-42307.45,2025-09-07,price_negative
C205,I660334,1970,2.7120358378E8,-76169.42,2025-09-30,price_negative
C218,I660344,1878,2.7733493668E8,8176.35,,missing_sale_date
C250,I660345,1058,1.0376649894E8,29818.73,,missing_sale_date
C201,I660446,950,1.0892821778E8,-133813.93,2025-09-08,price_negative
C221,I660456,1716,1.1446905861E8,-101309.76,2025-09-30,price_negative
C228,I660457,1032,6.344743081E7,53944.35,,missing_sale_date
C246,I660461,2928,3.7001953195E8,141649.21,,missing_sale_date
C241,I660472,1816,4.719660749E7,21377.8,,missing_sale_date
C220,I660477,2427,3.059407177E8,64319.84,,missing_sale_date
,I660531,2722,3.4106850243E8,122507.27,2025-10-10,missing_seller_id
C245,I660597,667,7.413505982E7,106717.45,,missing_sale_date
C220,I660622,1150,7742384.31,86255.99,,missing_sale_date
,I660665,2110,2.877136408E7,138413.86,2025-10-22,missing_seller_id
C240,I660668,655,6.343038377E7,58067.91,,missing_sale_date
,I660677,1533,2.313260479E7,57521.61,2025-09-13,missing_seller_id
C229,I660683,1942,1.5427660731E8,79972.93,,missing_sale_date
,I660717,1427,3.820563656E7,43145.47,2025-09-09,missing_seller_id
,I660727,1309,1.2818417169E8,95500.52,2025-09-07,missing_seller_id
,I660746,2927,2.9484060802E8,42629.98,2025-10-15,missing_seller_id
C220,I660749,1132,3.317213979E7,41520.04,,missing_sale_date
,I660752,1989,1.494241731E7,81143.72,2025-10-04,missing_seller_id
,I660787,2597,1.5923740146E8,35764.08,2025-10-25,missing_seller_id
C213,I660814,1630,3.889230492E7,136590.65,,missing_sale_date
C248,I660821,1456,1.1492597963E8,136751.56,,missing_sale_date
C219,I660859,2478,1.0218038663E8,-61416.47,2025-10-19,price_negative
C213,I660908,2591,3.4712249677E8,74226.09,,missing_sale_date
C221,I660936,209,1.963538567E7,8747.05,,missing_sale_date
C240,I660941,188,2.185592016E7,-32804.2,2025-09-11,price_negative
C236,I661016,2137,2.5640372256E8,139573.43,,missing_sale_date
,I661028,1100,7.462122518E7,8572.74,2025-09-28,missing_seller_id
C244,I661039,1172,6.059349616E7,145883.1,,missing_sale_date
C243,I661078,1366,1.7426505872E8,-47513.14,2025-09-02,price_negative
C231,I661087,563,7.106443047E7,8284.2,,missing_sale_date
,I661128,1170,8.127115057E7,47004.65,2025-09-15,missing_seller_id
,I661144,2218,3.0855735418E8,90251.47,2025-09-14,missing_seller_id
,I661146,2574,1.1846248061E8,144148.52,,"missing_seller_id,missing_sale_date"
C242,I661177,1738,1.3141587171E8,-67888.28,2025-10-26,price_negative
,I661178,431,1.629231182E7,37495.59,2025-10-14,missing_seller_id
,I661180,723,9.676609053E7,129791.58,2025-09-04,missing_seller_id
,I661199,2128,4.488107046E7,6791.2,2025-10-08,missing_seller_id
C249,I661221,2591,2.9445722979E8,-129241.01,2025-10-15,price_negative
C228,I661228,1758,9368410.4,102842.23,,missing_sale_date
C211,I661252,1710,1.8926046197E8,95869.94,,missing_sale_date
,I661273,1270,1.5963733898E8,30311.08,2025-09-17,missing_seller_id
C213,I661292,2916,1.8553415443E8,-60574.12,2025-09-01,price_negative
C218,I661307,1042,3.504496507E7,64514.44,,missing_sale_date
,I661336,1323,1.3520233877E8,115982.56,2025-10-18,missing_seller_id
C231,I661355,0,2.7405682869E8,62578.94,,missing_sale_date
C215,I661357,705,0.0,118668.88,,missing_sale_date
C244,I661378,1117,3.000967438E7,-125600.98,2025-09-18,price_negative
,I661382,0,1.222302355E8,31913.89,2025-10-22,missing_seller_id
C213,I661425,1590,3.050876913E7,136050.5,,missing_sale_date
C243,I661434,951,1.1747700764E8,-88690.88,2025-10-24,price_negative
C208,I661450,1897,8613768.07,127585.92,,missing_sale_date
,I661481,2832,4.2145444375E8,43349.52,2025-09-13,missing_seller_id
C232,I661524,467,4.87914695E7,128265.81,,missing_sale_date
C229,I661534,110,6095500.59,-76771.71,2025-10-09,price_negative
C240,I661549,873,1.04913944E8,146779.61,,missing_sale_date
,I661559,2362,8.769907253E7,117119.35,2025-10-14,missing_seller_id
C226,I661599,2518,3.2080249877E8,-134628.27,2025-09-30,price_negative
C248,I661614,0,7.888868652E7,18291.32,,missing_sale_date
C215,I661618,351,1.935107301E7,-42726.07,2025-09-11,price_negative
C240,I661620,1293,1.3245599538E8,57556.24,,missing_sale_date
C223,I661630,140,1.448005885E7,138752.64,,missing_sale_date
C238,I661639,761,7.541874875E7,-72758.86,2025-09-18,price_negative
C214,I661651,2439,0.0,-105661.24,2025-09-11,price_negative
,I661653,506,3.014313044E7,17817.91,2025-09-11,missing_seller_id
C220,I661656,645,3918637.64,-33988.17,2025-09-14,price_negative
C245,I661683,910,2.483366213E7,55152.71,,missing_sale_date
C204,I661725,1074,1.0043362021E8,-38465.36,2025-10-02,price_negative
C248,I661753,2868,4.2270055278E8,112415.03,,missing_sale_date
C217,I661756,2515,1.9067024307E8,56640.31,,missing_sale_date
C244,I661758,2158,2.4081304154E8,133953.87,,missing_sale_date
C208,I661791,1809,8.236497315E7,-144367.41,2025-09-30,price_negative
C226,I661802,687,5.438265652E7,111794.15,,missing_sale_date
,I661806,176,2.573372325E7,134308.26,2025-10-15,missing_seller_id
C238,I661822,146,3443173.04,79528.24,,missing_sale_date
C249,I661825,2931,1.3653383852E8,48812.59,,missing_sale_date
C249,I661904,246,1.985348443E7,-76546.64,2025-09-11,price_negative
,I661918,2318,3.1369827268E8,94532.6,2025-09-06,missing_seller_id
,I661936,1482,1.379395298E8,16748.75,2025-10-25,missing_seller_id
,I661943,2254,1.6194741056E8,122751.47,2025-09-01,missing_seller_id
C248,I661958,1840,9.842038155E7,-28571.46,2025-09-12,price_negative
,I661977,940,1.9005515E7,41333.34,2025-09-04,missing_seller_id
C248,I662013,2044,3.0570781839E8,2027.26,,missing_sale_date
,I662060,0,2.2039428283E8,31509.16,2025-10-24,missing_seller_id
C219,I662079,583,3435500.87,142726.18,,missing_sale_date
C219,I662092,2561,8.916329286E7,66750.89,,missing_sale_date
