seller_id,item_id,units_sold,revenue,marketplace_price,sale_date,dq_failure_reason
C232,I876406,257,3.280386815E7,-123618.17,2025-09-18,price_negative
C225,I876448,2782,1.0922032488E8,-100701.06,2025-10-02,price_negative
,I876480,673,1.375654371E7,46331.83,2025-09-11,missing_seller_id
,I876487,550,2.583860426E7,139476.18,2025-10-21,missing_seller_id
C236,I876491,932,1.2964872483E8,95044.13,,missing_sale_date
,I876527,618,0.0,135882.41,2025-10-29,missing_seller_id
C218,I876532,1992,2.4058129302E8,-115437.19,2025-10-20,price_negative
C237,I876542,2593,3.0880504292E8,-124409.13,2025-09-15,price_negative
C202,I876561,2444,1.2237800203E8,-102330.43,2025-10-16,price_negative
C209,I876597,456,1.902579141E7,-144801.7,2025-09-02,price_negative
,I876610,1414,1.8028365736E8,1138.51,2025-09-11,missing_seller_id
,I876613,2378,3.4088924123E8,144607.37,2025-10-19,missing_seller_id
C208,I876619,2441,1.2794413639E8,20361.26,,missing_sale_date
C238,I876630,2379,1.8338163593E8,37723.45,,missing_sale_date
C246,I876637,2114,2.3666693997E8,27498.61,,missing_sale_date
,I876690,1689,2.0055835184E8,39023.22,2025-10-15,missing_seller_id
,I876696,2354,1.4656224369E8,108160.93,2025-09-10,missing_seller_id
C206,I876711,1093,4.344481995E7,-34270.33,2025-10-28,price_negative
C212,I876743,2221,6.843763476E7,-107299.37,2025-10-06,price_negative
C213,I876753,2990,9.22442214E7,-50854.48,2025-10-01,price_negative
,I876794,423,4.426258094E7,-107311.43,2025-10-23,"missing_seller_id,price_negative"
C245,I876795,2890,4.0536193575E8,-6500.19,2025-09-27,price_negative
C205,I876821,1731,2.4777613377E8,-16234.48,2025-09-30,price_negative
,I876843,2671,2.8112941769E8,111468.75,2025-09-26,missing_seller_id
,I876845,1708,2.1429592226E8,87742.81,2025-09-14,missing_seller_id
,I876902,2168,2.4229560838E8,78967.25,2025-10-29,missing_seller_id
C212,I876908,107,7937850.57,-40981.0,2025-10-03,price_negative
,I876931,2514,2.7040400223E8,4264.16,2025-10-16,missing_seller_id
,I876948,1280,1.2802710936E8,45806.99,2025-09-18,missing_seller_id
,I876951,332,4.562925121E7,20131.88,2025-09-16,missing_seller_id
,I876952,378,5.164290375E7,-42252.93,2025-09-21,"missing_seller_id,price_negative"
,I877011,502,5.297711628E7,582.07,2025-09-21,missing_seller_id
C206,I877014,201,1.710385498E7,88580.84,,missing_sale_date
C207,I877015,0,4.579019713E7,57777.4,,missing_sale_date
,I877023,346,3.893084328E7,112117.77,2025-10-29,missing_seller_id
