seller_id,item_id,units_sold,revenue,marketplace_price,sale_date,dq_failure_reason
C203,I444067,537,5.138541188E7,-4176.69,2025-10-18,price_negative
C244,I444072,1565,8.046633611E7,-121175.44,2025-09-14,price_negative
C218,I444074,2654,1.2737731835E8,-50973.58,2025-10-13,price_negative
C234,I444102,2353,5.665030927E7,38175.97,,missing_sale_date
,I444109,840,1.0581253162E8,25495.86,2025-09-30,missing_seller_id
C231,I444114,1787,1.169717803E7,-33914.52,2025-10-23,price_negative
C225,I444116,1492,1.1558841632E8,-37731.7,2025-09-21,price_negative
C246,I444154,274,1.989154646E7,-114940.89,2025-09-11,price_negative
C219,I444190,772,7380993.62,-30553.96,2025-09-09,price_negative
,I444206,2671,1.8169608965E8,33317.51,2025-09-04,missing_seller_id
,I444216,1667,2.1279709127E8,147540.82,2025-09-06,missing_seller_id
C234,I444236,981,1.2859928906E8,-57458.09,2025-10-20,price_negative
,I444251,1447,2.1234302174E8,64629.43,2025-09-16,missing_seller_id
C232,I444265,2073,1.0804300961E8,53237.16,,missing_sale_date
C209,I444294,2718,9.546242961E7,97826.56,,missing_sale_date
C247,I444306,413,5.265421744E7,-132326.79,2025-09-03,price_negative
C220,I444336,2770,3.1648282054E8,9329.12,,missing_sale_date
C233,I444348,1507,1.817509664E7,-131982.24,2025-10-23,price_negative
C249,I444351,1795,2.2604194698E8,-115880.03,2025-10-27,price_negative
C226,I444352,2350,1.6177518244E8,-26900.56,2025-10-30,price_negative
,I444357,371,1.025517691E7,126314.3,2025-10-09,missing_seller_id
,I444394,179,7914137.98,85102.35,2025-09-29,missing_seller_id
,I444442,2305,2.48271209E8,65039.55,2025-10-22,missing_seller_id
C231,I444450,2864,2.5890409008E8,-107532.7,2025-10-18,price_negative
,I444474,2355,1.4488220153E8,132470.77,2025-10-04,missing_seller_id
C221,I444535,674,1.739495684E7,-102297.86,2025-10-21,price_negative
,I444536,1631,2048708.01,96802.73,,"missing_seller_id,missing_sale_date"
C208,I444558,119,1341847.22,-61883.08,2025-10-12,price_negative
C202,I444562,1833,1.7894753126E8,18212.69,,missing_sale_date
C202,I444582,1966,1.7538503529E8,106914.75,,missing_sale_date
C228,I444586,365,5.119383836E7,4145.22,,missing_sale_date
C233,I444592,2202,3.2510880173E8,-94536.28,2025-10-09,price_negative
C218,I444607,1240,1.1692696938E8,111806.06,,missing_sale_date
C249,I444609,1310,0.0,27313.78,,missing_sale_date
C238,I444631,2118,3.0885063294E8,6158.18,,missing_sale_date
C246,I444645,1443,1.603382837E8,-15540.83,2025-10-18,price_negative
C226,I444656,2856,3.1706593772E8,-136545.53,2025-10-29,price_negative
C211,I444672,1775,2.6038007653E8,83293.75,,missing_sale_date
C208,I444690,2884,2.7346095057E8,-14236.33,2025-09-06,price_negative
,I444691,2038,2.3807873844E8,87394.33,2025-10-30,missing_seller_id
,I444700,415,1.396225214E7,2056.73,2025-09-01,missing_seller_id
C203,I444705,2158,1.4512261885E8,-127999.5,2025-09-11,price_negative
C203,I444719,1522,6.8895133E7,64150.71,,missing_sale_date
,I444752,1758,2.4972949973E8,73972.64,2025-09-25,missing_seller_id
C208,I444753,206,1.33497218E7,130040.59,,missing_sale_date
,I444762,2104,1.1506116355E8,8166.99,2025-10-15,missing_seller_id
C249,I444772,1521,1.0580689211E8,111599.65,,missing_sale_date
C208,I444773,2883,4.175098377E7,-149444.15,2025-10-02,price_negative
C202,I444778,793,5.983478931E7,-110088.7,2025-09-16,price_negative
,I444780,2565,3.6566887653E8,83477.65,2025-09-15,missing_seller_id
C223,I444802,1389,1.2783552413E8,58481.89,,missing_sale_date
C214,I444814,212,2.786300442E7,52476.79,,missing_sale_date
C246,I444815,1250,1.5666499264E8,68379.59,,missing_sale_date
C230,I444822,1725,2.925530178E7,-55056.51,2025-10-06,price_negative
C219,I444825,2985,4.3449448936E8,99363.79,,missing_sale_date
C240,I444850,481,4.203459749E7,101919.41,,missing_sale_date
,I444897,1730,3.575811199E7,107084.18,2025-10-21,missing_seller_id
C245,I444903,1599,8.959772994E7,-102717.76,2025-10-08,price_negative
C206,I444913,819,3.941099602E7,-76002.13,2025-10-30,price_negative
C210,I444937,1739,2.3676553804E8,69218.32,,missing_sale_date
,I445004,1820,1.3476109245E8,58069.05,2025-09-17,missing_seller_id
,I445006,293,7384849.72,20405.93,2025-10-05,missing_seller_id
,I445018,2492,2.593121729E8,67239.72,2025-09-26,missing_seller_id
C208,I445078,1857,2.4905948921E8,-15624.4,2025-09-16,price_negative
,I445123,401,9865458.27,146611.15,2025-10-21,missing_seller_id
,I445134,2148,4.230695683E7,3779.0,2025-10-21,missing_seller_id
C207,I445176,2868,3.345187698E7,-149595.88,2025-09-26,price_negative
C214,I445177,554,4.559884875E7,-79993.26,2025-10-25,price_negative
C239,I445188,1863,8461243.75,35274.39,,missing_sale_date
,I445198,165,0.0,116578.95,2025-09-16,missing_seller_id
C219,I445205,1443,1.2915231128E8,10921.19,,missing_sale_date
,I445212,432,1.689774423E7,38100.94,2025-10-23,missing_seller_id
,I445221,1127,8.134303305E7,91026.67,2025-09-12,missing_seller_id
C225,I445243,850,4641664.03,-20211.86,2025-10-13,price_negative
C208,I445299,1763,1.531841088E8,-40480.53,2025-10-01,price_negative
,I445317,2006,2.5251187952E8,123928.23,2025-09-10,missing_seller_id
,I445318,602,3.656230386E7,112271.46,2025-09-23,missing_seller_id
C210,I445338,2806,3.554087589E7,64901.6,,missing_sale_date
,I445341,1956,8.083125134E7,75975.23,2025-10-14,missing_seller_id
,I445360,2125,5.486058878E7,87338.48,2025-09-11,missing_seller_id
C234,I445361,2967,1.3281782443E8,117785.96,,missing_sale_date
C205,I445365,1033,4.841150844E7,-29187.48,2025-09-19,price_negative
C244,I445371,2130,1.7604209679E8,-99369.03,2025-09-28,price_negative
,I445378,412,6.05188931E7,137392.59,2025-09-27,missing_seller_id
C209,I445402,110,4647860.88,-85642.17,2025-10-26,price_negative
,I445403,2148,1.7516141757E8,106366.68,2025-10-02,missing_seller_id
C202,I445405,446,4.992597909E7,-88980.82,2025-09-15,price_negative
C204,I445445,1510,2.563458567E7,32636.1,,missing_sale_date
C241,I445467,2613,3.2080840672E8,-49839.11,2025-10-03,price_negative
C224,I445475,1245,1.4557984796E8,-123744.97,2025-09-05,price_negative
C232,I445492,1740,9.674129662E7,-141961.79,2025-09-03,price_negative
,I445561,2153,2.4943500416E8,19828.52,2025-10-03,missing_seller_id
C243,I445567,1804,3.611224904E7,-140992.01,2025-09-23,price_negative
,I445595,414,1.257451935E7,25567.74,2025-10-13,missing_seller_id
C250,I445596,360,3.973809341E7,93318.92,,missing_sale_date
C242,I445599,2197,2.455237935E7,66214.06,,missing_sale_date
C243,I445636,1110,1.1403924431E8,148540.85,,missing_sale_date
