item_id,units_sold,revenue,sale_date,dq_failure_reason
I25318,594,5.322790851E7,2030-01-01,future_sale_date
,724,5.826165081E7,2025-10-21,missing_item_id
I11136,1201,1.3804393622E8,,missing_sale_date
I20095,1890,1.7737281879E8,,missing_sale_date
I27946,797,6.103357651E7,,missing_sale_date
I34354,1527,5.708624014E7,,missing_sale_date
I35447,622,6.189400296E7,,missing_sale_date
I39457,99,821407.83,2030-01-01,future_sale_date
I40471,329,3.734614174E7,2030-01-01,future_sale_date
I41131,-1288,1.24496551E8,2025-09-24,units_sold_negative
I42735,1394,5.854546727E7,,missing_sale_date
I44462,1618,1.010390131E8,,missing_sale_date
I50584,511,3.740111922E7,,missing_sale_date
I57043,571,2.641008641E7,,missing_sale_date
I59908,732,8.771825235E7,,missing_sale_date
I66689,293,4926575.31,2030-01-01,future_sale_date
I67798,154,8973064.91,,missing_sale_date
I72318,-1117,8.110888263E7,2025-10-18,units_sold_negative
I84870,-956,5.654436245E7,2025-09-21,units_sold_negative
I93396,1219,8.698299566E7,,missing_sale_date
I95229,401,4.225078343E7,2030-01-01,future_sale_date
I95234,289,2.385718423E7,,missing_sale_date
I105430,941,4.047750605E7,,missing_sale_date
I115354,866,1.804790613E7,2030-01-01,future_sale_date
I120269,1713,8.653463868E7,,missing_sale_date
I121002,1528,9.622180987E7,2030-01-01,future_sale_date
I124211,416,5.734684285E7,,missing_sale_date
I13642,-533,2.114078236E7,2025-10-19,units_sold_negative
I14114,1949,9.040059807E7,2030-01-01,future_sale_date
I15069,284,5450296.08,2030-01-01,future_sale_date
I20170,193,9007702.12,2030-01-01,future_sale_date
I23987,894,7359038.84,2030-01-01,future_sale_date
I25317,-1452,7.083069757E7,2025-09-13,units_sold_negative
I28900,-330,4.768654609E7,2025-09-20,units_sold_negative
I33192,-274,3.513578419E7,2025-10-23,units_sold_negative
I33629,-372,1.784207453E7,2025-10-28,units_sold_negative
I15680,1204,5.82439143E7,,missing_sale_date
I24041,1805,9.172361736E7,,missing_sale_date
I36244,1708,2.2647947562E8,2030-01-01,future_sale_date
I37584,1878,4.256306824E7,2030-01-01,future_sale_date
I41443,1726,1.9381235936E8,,missing_sale_date
I42610,-286,1.803320641E7,,"units_sold_negative,missing_sale_date"
I45557,863,1.1906933391E8,2030-01-01,future_sale_date
I50698,1087,1.255635538E8,2030-01-01,future_sale_date
I51471,-1678,1.1974731101E8,2030-01-01,"units_sold_negative,future_sale_date"
I56417,1799,2.1028865882E8,2030-01-01,future_sale_date
I57744,455,8915957.63,2030-01-01,future_sale_date
I64978,1490,1.9172469643E8,,missing_sale_date
I65678,-681,2.552684928E7,2025-10-30,units_sold_negative
I68177,-764,4.400937346E7,2025-09-26,units_sold_negative
I68351,-1312,1.2218174821E8,2025-10-03,units_sold_negative
I70647,1232,1.7661005001E8,,missing_sale_date
I71733,1618,1.5258555239E8,,missing_sale_date
I82218,-678,2.888891232E7,2025-09-14,units_sold_negative
I82454,-1990,2.8211958714E8,2025-09-01,units_sold_negative
I83336,1669,1.8219725287E8,,missing_sale_date
I83745,1525,5.601125996E7,,missing_sale_date
I84292,-1724,6915124.46,2025-10-14,units_sold_negative
I85840,291,3.263699223E7,2030-01-01,future_sale_date
I88217,256,1.560049923E7,,missing_sale_date
I88364,980,2.959516131E7,,missing_sale_date
I89983,713,9.460269059E7,,missing_sale_date
I91846,964,8.109672786E7,2030-01-01,future_sale_date
I98109,711,2.233808307E7,,missing_sale_date
I102826,1871,1.2943328781E8,,missing_sale_date
I103561,-512,0.0,2025-09-08,units_sold_negative
I104883,1172,7.216029075E7,2030-01-01,future_sale_date
I107663,1148,5.287150806E7,2030-01-01,future_sale_date
I114052,728,2.198827095E7,2030-01-01,future_sale_date
I114204,927,1.2246115928E8,,missing_sale_date
I118486,-1111,1.3834077698E8,,"units_sold_negative,missing_sale_date"
I120345,-1165,1.7204481673E8,2025-09-05,units_sold_negative
I124676,1582,5.054401793E7,,missing_sale_date
I125508,-1120,1.99300002E7,2025-10-20,units_sold_negative
I10433,416,5.899303958E7,2030-01-01,future_sale_date
I12079,169,2.105716132E7,2030-01-01,future_sale_date
I12415,81,590609.29,2030-01-01,future_sale_date
I13714,1163,1.6712512258E8,2030-01-01,future_sale_date
I20632,-1485,1.4534492457E8,2025-10-05,units_sold_negative
I32030,554,1.491111475E7,2030-01-01,future_sale_date
I32250,-565,7.539685398E7,2025-09-04,units_sold_negative
I11825,667,5.107572967E7,,missing_sale_date
I18738,1486,1.4357881287E8,,missing_sale_date
I19307,661,4.110751417E7,,missing_sale_date
I39291,1529,1.287989087E7,2030-01-01,future_sale_date
I39495,1161,6.035957309E7,,missing_sale_date
I42685,-1449,6.029213061E7,2025-09-04,units_sold_negative
I43887,471,3.132921344E7,,missing_sale_date
I45356,139,1.987337373E7,2030-01-01,future_sale_date
I45386,1428,2.316533426E7,2030-01-01,future_sale_date
I46895,227,1.665260201E7,2030-01-01,future_sale_date
I48716,1701,4.463144468E7,2030-01-01,future_sale_date
I52772,703,5.283576926E7,,missing_sale_date
I52908,1158,4.841787086E7,,missing_sale_date
I53353,117,1.448315732E7,,missing_sale_date
I54864,701,3.018425155E7,,missing_sale_date
I56701,960,3.831047045E7,,missing_sale_date
I59265,1598,2.2951922606E8,2030-01-01,future_sale_date
I62906,966,8.771959294E7,2030-01-01,future_sale_date
I63712,-641,7682148.34,2025-09-26,units_sold_negative
I67659,86,3637584.01,2030-01-01,future_sale_date
I67987,1438,2.0276908077E8,,missing_sale_date
I74207,1270,1.0956521679E8,,missing_sale_date
I74350,-1661,1.1246843776E8,2025-10-24,units_sold_negative
I76626,-500,2.88820131E7,2025-10-02,units_sold_negative
I77137,1107,4.779059726E7,2030-01-01,future_sale_date
I79822,745,6.159926324E7,,missing_sale_date
I84565,127,1448461.61,,missing_sale_date
