item_id,units_sold,revenue,sale_date,dq_failure_reason
I18315,1322,1.282682243E8,2030-01-01,future_sale_date
I23725,1298,1.9437650308E8,2030-01-01,future_sale_date
I29692,-813,1.1278316643E8,2025-09-01,units_sold_negative
I30390,-758,4.035421584E7,2025-09-04,units_sold_negative
I31982,1694,5.637062834E7,2030-01-01,future_sale_date
I17855,1400,1.9975426691E8,,missing_sale_date
I23495,687,1.0227900345E8,,missing_sale_date
I23759,66,5343646.56,,missing_sale_date
I45675,657,7.369014191E7,,missing_sale_date
I47790,929,1.041307738E7,,missing_sale_date
I52763,-1788,2.821925643E7,2025-10-12,units_sold_negative
I55295,-1262,1.687569311E7,2025-10-19,units_sold_negative
I59480,581,7.846810018E7,2030-01-01,future_sale_date
I59865,-1430,3.38658156E7,2025-09-22,units_sold_negative
I60424,229,2.620558191E7,,missing_sale_date
I63069,805,1.1206209591E8,2030-01-01,future_sale_date
I64573,1565,1.444151766E7,,missing_sale_date
I67466,1930,2.6103970519E8,,missing_sale_date
I69857,-1883,1.8978452457E8,2025-09-21,units_sold_negative
I73051,818,1.1552277821E8,2030-01-01,future_sale_date
I76609,-1578,4.761769176E7,2025-10-25,units_sold_negative
I89634,-1583,1.7400227682E8,2025-10-11,units_sold_negative
I99737,-1639,1.4505876674E8,2025-09-13,units_sold_negative
I100511,383,3.977203987E7,,missing_sale_date
I103603,753,1.1012044683E8,2030-01-01,future_sale_date
I104874,-1797,1.1072578081E8,2025-10-20,units_sold_negative
I105728,-581,2.570473004E7,2025-10-22,units_sold_negative
I106843,496,4.842544788E7,,missing_sale_date
I112786,896,3.615204577E7,,missing_sale_date
I113316,-820,1.458699197E7,2025-10-02,units_sold_negative
I117857,1821,7.143450214E7,,missing_sale_date
I118194,422,3.809139539E7,2030-01-01,future_sale_date
I121520,1028,6.406452867E7,2030-01-01,future_sale_date
I125616,1703,4.752753043E7,,missing_sale_date
I125648,1516,2.200863269E7,,missing_sale_date
I126601,-1271,6937561.33,2025-09-26,units_sold_negative
I21928,-372,2.017198296E7,2030-01-01,"units_sold_negative,future_sale_date"
I23299,-1095,3.630057258E7,2025-10-14,units_sold_negative
I32764,-1670,1.4586111425E8,2025-10-04,units_sold_negative
I12073,1667,2.02675846E7,,missing_sale_date
I13759,331,8493984.59,,missing_sale_date
I15004,1949,9.802933091E7,,missing_sale_date
I34535,1664,2.1649692692E8,,missing_sale_date
I37440,507,4739902.18,2030-01-01,future_sale_date
I40726,1227,2249707.42,,missing_sale_date
I40736,-462,2951319.72,2025-10-06,units_sold_negative
I45805,-678,5.065884695E7,2025-09-11,units_sold_negative
I51612,-193,1.676025731E7,2025-10-19,units_sold_negative
I57758,-1993,8.308832998E7,2025-09-16,units_sold_negative
I60700,1386,1.5813286501E8,,missing_sale_date
I63992,298,3.812649258E7,,missing_sale_date
I64015,-492,1.017306148E7,2025-09-13,units_sold_negative
I66636,-98,7432660.84,2025-09-07,units_sold_negative
I70531,260,1.454645174E7,,missing_sale_date
I71696,761,8.484178744E7,2030-01-01,future_sale_date
I79038,1994,9.329025706E7,,missing_sale_date
I84982,904,6.384099488E7,,missing_sale_date
I93241,-1349,8.880325596E7,2025-09-14,units_sold_negative
I95167,106,3198115.57,2030-01-01,future_sale_date
I96896,1642,1.1162265229E8,,missing_sale_date
I101445,-683,9.362290212E7,2025-10-17,units_sold_negative
I106139,1130,1.3950780712E8,,missing_sale_date
I112949,-1756,4.991061331E7,2025-10-02,units_sold_negative
I115037,-504,5.986196113E7,2025-10-12,units_sold_negative
I117928,-1559,1.2342711984E8,2025-10-06,units_sold_negative
I10355,-658,1.655690218E7,2025-10-21,units_sold_negative
I10564,291,1.087992423E7,2030-01-01,future_sale_date
I13988,-1303,1.139707979E7,2025-10-06,units_sold_negative
I15346,1414,1.933239423E8,2030-01-01,future_sale_date
I20676,-427,4.256410748E7,2025-09-29,units_sold_negative
I31696,-1388,1.5270911916E8,2025-09-02,units_sold_negative
I34346,1150,4.311843599E7,2030-01-01,future_sale_date
I11030,1379,3.600003973E7,,missing_sale_date
I41793,486,1.444979154E7,,missing_sale_date
I43943,1631,6.970110774E7,2030-01-01,future_sale_date
I47521,440,4.993724168E7,2030-01-01,future_sale_date
I49722,-879,8.381379059E7,2025-09-15,units_sold_negative
I59027,556,1.329234944E7,2030-01-01,future_sale_date
I64436,-1900,4.130302098E7,2025-10-04,units_sold_negative
I66160,-990,1.3121224328E8,2025-10-31,units_sold_negative
I69457,-1945,1.8585720934E8,2025-09-16,units_sold_negative
I70640,1922,3.29901948E7,,missing_sale_date
I88256,1018,8.988389506E7,,missing_sale_date
I89952,-1047,1.3657959392E8,2025-10-16,units_sold_negative
I91471,1518,5.745660668E7,2030-01-01,future_sale_date
I92042,-268,2.655393184E7,2025-09-02,units_sold_negative
I93752,1896,2.2909164372E8,2030-01-01,future_sale_date
I96339,1943,1.5088381012E8,,missing_sale_date
