item_id,units_sold,revenue,sale_date,dq_failure_reason
I13065,809,9.150284284E7,2030-01-01,future_sale_date
I14003,-212,1.669735869E7,2025-09-07,units_sold_negative
I19978,1749,1.9255835228E8,2030-01-01,future_sale_date
I26442,1064,1.5085320761E8,2030-01-01,future_sale_date
I31029,-199,2.658860204E7,2025-09-23,units_sold_negative
,1590,8.357250267E7,2025-09-10,missing_item_id
I27759,1706,2.3664763152E8,,missing_sale_date
I30773,582,6.46875279E7,,missing_sale_date
I38455,-244,2.247173066E7,2025-09-15,units_sold_negative
I48200,92,7708327.6,2030-01-01,future_sale_date
I52809,1283,3.196459719E7,2030-01-01,future_sale_date
I54009,-1838,2.5226030246E8,2025-09-09,units_sold_negative
I59657,472,5.273442089E7,2030-01-01,future_sale_date
I61094,1077,1.2669408524E8,2030-01-01,future_sale_date
I64693,940,7.997193822E7,,missing_sale_date
I66380,1686,2.0632331596E8,,missing_sale_date
I69177,539,4.904618854E7,,missing_sale_date
I73183,1809,8.498837634E7,2030-01-01,future_sale_date
I80929,-1832,2.6018839694E8,2025-09-03,units_sold_negative
I82733,130,6948315.81,,missing_sale_date
I83118,-1138,1.4388968076E8,2025-10-25,units_sold_negative
I83226,479,3.162344357E7,2030-01-01,future_sale_date
I87246,-1655,1.438762438E8,2025-09-09,units_sold_negative
I88904,-957,4.40692272E7,2025-09-09,units_sold_negative
I102831,125,7440507.24,2030-01-01,future_sale_date
I106159,1558,1.4381600386E8,2030-01-01,future_sale_date
I107431,849,4.04978837E7,,missing_sale_date
I110146,-1615,1.1787963217E8,2025-09-16,units_sold_negative
I119611,473,4.797053597E7,2030-01-01,future_sale_date
I19997,-350,1.853476043E7,2025-10-07,units_sold_negative
I21108,1259,1.403232871E8,2030-01-01,future_sale_date
I24294,416,4.973016385E7,2030-01-01,future_sale_date
I25146,-572,8.134990737E7,2025-10-07,units_sold_negative
I27423,926,1.1962196257E8,2030-01-01,future_sale_date
I14245,376,4.209192354E7,,missing_sale_date
I14549,1421,0.0,,missing_sale_date
I22541,938,1.0962091518E8,,missing_sale_date
I27476,1891,1.5339181283E8,,missing_sale_date
I34171,1729,3.612856013E7,,missing_sale_date
I39703,-143,1.137516763E7,2025-09-22,units_sold_negative
I44311,-1634,8.737751596E7,2025-10-29,units_sold_negative
I47072,-744,4945683.29,2025-09-28,units_sold_negative
I53129,-450,8998750.68,2025-10-16,units_sold_negative
I53636,1212,1.2008661789E8,2030-01-01,future_sale_date
I53848,222,1.613512015E7,2030-01-01,future_sale_date
I54472,1351,1.758933538E8,2030-01-01,future_sale_date
I57813,552,5.603154497E7,2030-01-01,future_sale_date
I57873,579,5.998362088E7,,missing_sale_date
I59097,-547,6.852925905E7,2025-10-27,units_sold_negative
I62146,1863,1.4831680084E8,2030-01-01,future_sale_date
I63255,53,4673026.98,2030-01-01,future_sale_date
I64655,917,1.3448377262E8,,missing_sale_date
I69521,-1312,9.703151656E7,2025-09-25,units_sold_negative
I77573,-1253,1.3254910121E8,2025-09-25,units_sold_negative
I79479,-909,1.476492757E7,2025-10-06,units_sold_negative
I79535,399,0.0,,missing_sale_date
I80177,120,5325758.48,2030-01-01,future_sale_date
I84476,-1965,1.8910171599E8,2025-09-26,units_sold_negative
I87854,-1664,2645920.12,2025-09-10,units_sold_negative
I91424,395,3.536327859E7,,missing_sale_date
I91948,806,9496266.87,2030-01-01,future_sale_date
I96862,-1784,2.0709904505E8,2025-10-25,units_sold_negative
I100740,1398,1.6735892796E8,,missing_sale_date
I100993,1421,1.7920626869E8,,missing_sale_date
I102869,1274,1.807802583E7,,missing_sale_date
I107010,-649,9.341558623E7,2025-10-26,units_sold_negative
I107505,-1171,4.799877557E7,2025-10-14,units_sold_negative
I111236,899,2.469326105E7,,missing_sale_date
I111749,-1237,1.8148039806E8,2025-10-27,units_sold_negative
I112977,-1457,7.204840933E7,2025-09-16,units_sold_negative
I115701,1512,4.547133049E7,2030-01-01,future_sale_date
I116773,58,3133706.72,2030-01-01,future_sale_date
I118266,-1914,1.007038382E7,2025-09-04,units_sold_negative
I121694,-496,0.0,2025-09-20,units_sold_negative
I126497,928,1.0113727354E8,2030-01-01,future_sale_date
I127499,569,0.0,2030-01-01,future_sale_date
I21893,1870,1.579474324E7,2030-01-01,future_sale_date
I25135,-703,9.959022712E7,2025-09-09,units_sold_negative
I30092,-1979,2.8577089994E8,2025-09-04,units_sold_negative
I31989,-1588,1.6327289798E8,2025-09-03,units_sold_negative
I33056,1416,2.189211723E7,2030-01-01,future_sale_date
I34037,-1023,1.1279855108E8,2025-10-13,units_sold_negative
I19162,341,5958412.88,,missing_sale_date
I24135,1514,7.704760537E7,,missing_sale_date
I27091,1795,9.617333397E7,,missing_sale_date
I33850,763,0.0,,missing_sale_date
I40613,-1308,6.320402928E7,2025-09-21,units_sold_negative
I48011,916,9.245774026E7,,missing_sale_date
I48783,1245,3.023292892E7,2030-01-01,future_sale_date
I49046,183,2.289316865E7,,missing_sale_date
I55792,-1157,1.5977965964E8,2025-09-13,units_sold_negative
I60349,300,1.72915534E7,,missing_sale_date
I76633,1335,6.453289492E7,,missing_sale_date
I83756,1715,4.430058456E7,,missing_sale_date
I89970,1111,4.881285617E7,,missing_sale_date
I91957,1395,1.9054885039E8,,missing_sale_date
I96093,863,2.259849506E7,2030-01-01,future_sale_date
I97287,861,1.0573495706E8,,missing_sale_date
I100889,544,6.475371798E7,2030-01-01,future_sale_date
I102113,750,1.874626827E7,2030-01-01,future_sale_date
I104605,-1257,1.0337727329E8,2025-10-07,units_sold_negative
I106248,488,2.578756694E7,2030-01-01,future_sale_date
I106823,-1564,1.8895715592E8,2025-09-20,units_sold_negative
I107382,-663,8.604684775E7,2025-09-22,units_sold_negative
I112804,1696,1.1777486494E8,,missing_sale_date
I115109,1202,9.053429631E7,,missing_sale_date
I119567,-1281,1.8355644791E8,2025-10-13,units_sold_negative
I124621,1629,1.971657224E8,,missing_sale_date
I14460,-636,5.997834692E7,2025-09-28,units_sold_negative
I19037,191,2.775767183E7,2030-01-01,future_sale_date
I21220,1245,8.945488713E7,2030-01-01,future_sale_date
I21781,-1890,2.7038202532E8,2025-09-12,units_sold_negative
I22597,1265,1.0595322566E8,2030-01-01,future_sale_date
I25980,-1095,3.250182363E7,2025-09-03,units_sold_negative
I27380,257,2.615163806E7,2030-01-01,future_sale_date
I28878,-1770,1.0044688097E8,2025-10-11,units_sold_negative
I21692,1082,3.277809914E7,,missing_sale_date
I25288,570,5.236778624E7,,missing_sale_date
I27562,852,7.978122976E7,,missing_sale_date
I35325,1571,7.324495109E7,,missing_sale_date
I37258,459,6.60809561E7,,missing_sale_date
I46744,1430,8.409443973E7,,missing_sale_date
I49286,812,8.606866554E7,2030-01-01,future_sale_date
I51114,1100,1.1785036541E8,,missing_sale_date
I52509,-408,2.627215152E7,2025-10-19,units_sold_negative
I54929,1838,2.7192599653E8,,missing_sale_date
I58519,-383,3.9870387E7,2025-09-13,units_sold_negative
I60414,486,3.330919571E7,2030-01-01,future_sale_date
I67241,-1602,1.9827169127E8,2025-10-06,units_sold_negative
I67674,1277,1.8167715483E8,,missing_sale_date
I69554,-1017,2.445332965E7,2025-09-02,units_sold_negative
I74816,1833,0.0,2030-01-01,future_sale_date
I77355,673,8.066601878E7,,missing_sale_date
I79924,-749,2.510148383E7,2025-09-05,units_sold_negative
I83890,922,2.012426614E7,2030-01-01,future_sale_date
I84426,-1079,2.398912727E7,2025-09-14,units_sold_negative
I86200,310,3.453454189E7,2030-01-01,future_sale_date
I92509,1315,1.805323977E8,2030-01-01,future_sale_date
I94249,-416,1.313225143E7,,"units_sold_negative,missing_sale_date"
I94451,687,9.991382728E7,2030-01-01,future_sale_date
I95589,1012,8.175999107E7,2030-01-01,future_sale_date
I103828,-1957,1934662.22,2025-10-20,units_sold_negative
I104072,1281,1.7695386057E8,,missing_sale_date
I106145,-674,3.515419956E7,2025-09-05,units_sold_negative
