item_id,units_sold,revenue,sale_date,dq_failure_reason
I10934,-1860,7.600825272E7,2025-09-20,units_sold_negative
I32024,1177,9.006125731E7,2030-01-01,future_sale_date
I36402,-1116,6.763223642E7,2025-10-09,units_sold_negative
I40219,1347,3.373500464E7,2030-01-01,future_sale_date
I41792,1436,1.7225091264E8,2030-01-01,future_sale_date
I43149,-470,5627024.07,2025-10-24,units_sold_negative
I46199,186,5161752.86,,missing_sale_date
I49570,1365,1.540275889E7,2030-01-01,future_sale_date
I62627,125,2731876.75,2030-01-01,future_sale_date
I67409,-750,4.498369935E7,2025-10-31,units_sold_negative
I67665,233,1.40042833E7,,missing_sale_date
I69939,1646,1.7974006303E8,2030-01-01,future_sale_date
I70750,300,4848485.73,,missing_sale_date
I70894,382,1452568.75,,missing_sale_date
I78852,1837,1.2288757584E8,2030-01-01,future_sale_date
I85981,937,3.026444633E7,2030-01-01,future_sale_date
I90933,1746,9.016623653E7,,missing_sale_date
I91004,527,1.474597098E7,2030-01-01,future_sale_date
I92531,1718,1.1328268555E8,2030-01-01,future_sale_date
I96506,-308,1.570196049E7,2030-01-01,"units_sold_negative,future_sale_date"
I96524,427,4.677524916E7,2030-01-01,future_sale_date
I99009,1862,2.5944931609E8,,missing_sale_date
I99867,1022,1.2780293459E8,,missing_sale_date
I103275,1566,2.631978825E7,,missing_sale_date
I111836,530,4.957621125E7,,missing_sale_date
I112641,308,2.961835744E7,2030-01-01,future_sale_date
I113191,685,8.090484504E7,,missing_sale_date
I114235,117,1.528532853E7,,missing_sale_date
I116597,303,2.749421378E7,,missing_sale_date
I121445,1272,1.240684255E7,,missing_sale_date
I121576,1238,3.435783877E7,2030-01-01,future_sale_date
I126001,1789,1.574632473E8,2030-01-01,future_sale_date
I126686,608,1.935322933E7,2030-01-01,future_sale_date
I128055,1398,5.400894887E7,2030-01-01,future_sale_date
I15972,-710,3544249.92,2025-10-10,units_sold_negative
I25860,-99,7331850.44,2025-09-15,units_sold_negative
I30976,1587,1.4578369152E8,2030-01-01,future_sale_date
I14054,140,1.591622729E7,,missing_sale_date
,1306,1.653762748E7,2025-10-03,missing_item_id
I23109,1136,9.183232567E7,,missing_sale_date
I24890,474,4.246955574E7,,missing_sale_date
I28498,1659,7.614725621E7,,missing_sale_date
I38516,-1070,1.0897840361E8,2025-10-17,units_sold_negative
