item_id,units_sold,revenue,sale_date,dq_failure_reason
I10296,829,5.805908332E7,2030-01-01,future_sale_date
I11417,-843,1.19551922E7,2025-10-02,units_sold_negative
I10572,55,1125246.5,,missing_sale_date
I20520,1423,6.812841282E7,,missing_sale_date
I24715,770,1.79888204E7,,missing_sale_date
I36253,1715,1.2007842111E8,2030-01-01,future_sale_date
I38917,1086,1.5457978488E8,,missing_sale_date
I39702,835,3.049644685E7,2030-01-01,future_sale_date
I46928,-134,1.18186458E7,2025-09-20,units_sold_negative
I47282,-362,3.102596866E7,2025-10-03,units_sold_negative
I53220,-1943,2.6652112055E8,2025-09-02,units_sold_negative
I57402,-986,8.619249786E7,2025-10-31,units_sold_negative
I63166,1018,1.2500304975E8,,missing_sale_date
I68237,1333,1.5824313946E8,2030-01-01,future_sale_date
I72982,1054,5.795054598E7,2030-01-01,future_sale_date
I73830,924,7202864.81,,missing_sale_date
I83051,-1274,1.4254986565E8,2025-09-14,units_sold_negative
I90367,-1678,1.9868057035E8,2025-09-04,units_sold_negative
I90737,1674,8.651288002E7,,missing_sale_date
I93955,1619,1.465438376E8,,missing_sale_date
I100251,1848,2.3795266835E8,2030-01-01,future_sale_date
I101013,573,5.586425285E7,2030-01-01,future_sale_date
I110817,-589,1402701.55,2025-09-26,units_sold_negative
I111291,1625,9.227394085E7,,missing_sale_date
I113186,-1305,9.317834166E7,2025-09-27,units_sold_negative
I114435,1005,6.380273799E7,2030-01-01,future_sale_date
I114815,-1017,1.2730520526E8,2025-09-03,units_sold_negative
I126981,-205,2.8965974E7,2025-09-02,units_sold_negative
I14430,1877,1.8435571483E8,2030-01-01,future_sale_date
I16659,-1009,1.464569087E7,2025-10-21,units_sold_negative
I29002,1216,1.3356306396E8,2030-01-01,future_sale_date
I30351,-347,3.158751352E7,2025-09-02,units_sold_negative
I31679,-1668,2.1423364987E8,2025-09-30,units_sold_negative
I11772,898,9.36499099E7,,missing_sale_date
,541,6.620564453E7,2025-10-04,missing_item_id
I17985,1039,3.202473725E7,,missing_sale_date
I19715,926,1.654409113E7,,missing_sale_date
I29502,698,5.763307268E7,,missing_sale_date
I35639,1716,2.0070063943E8,2030-01-01,future_sale_date
I41139,-940,5.270342987E7,2025-10-26,units_sold_negative
I43085,-334,4.199505939E7,2025-10-09,units_sold_negative
