item_id,units_sold,revenue,sale_date,dq_failure_reason
I10103,360,2.360611225E7,2030-01-01,future_sale_date
I16268,-1523,9.35734677E7,2025-09-07,units_sold_negative
I16927,-1362,5.898548531E7,2025-09-29,units_sold_negative
I20508,-1934,8.377702684E7,2025-10-26,units_sold_negative
I22603,-1927,4.072416734E7,2025-09-17,units_sold_negative
I33609,653,9.697748644E7,2030-01-01,future_sale_date
I34176,366,2.266868462E7,2030-01-01,future_sale_date
I17063,1636,1.3612469434E8,,missing_sale_date
I27760,1463,1.1346613946E8,,missing_sale_date
I28065,1264,1.0808395408E8,,missing_sale_date
I40318,-1313,1.4703287576E8,2025-09-16,units_sold_negative
I40381,990,1.720529482E7,2030-01-01,future_sale_date
I42162,-546,1500377.18,2025-09-24,units_sold_negative
I45488,1568,7.44440696E7,,missing_sale_date
I50315,432,3.223778847E7,2030-01-01,future_sale_date
I54615,-1750,1.7754775453E8,2025-09-06,units_sold_negative
I60049,-180,2.03219799E7,2025-10-14,units_sold_negative
I62911,397,2.934866744E7,2030-01-01,future_sale_date
I63492,-488,6.828843418E7,2025-09-02,units_sold_negative
I65496,1475,1.5265900641E8,,missing_sale_date
I73360,-1619,1128772.18,2025-09-04,units_sold_negative
I85429,1024,1.3978289791E8,,missing_sale_date
I89280,1756,1.2713160918E8,,missing_sale_date
I93622,848,4.462196023E7,,missing_sale_date
I96072,1395,8.198476188E7,,missing_sale_date
I96200,1588,2.968367972E7,,missing_sale_date
I98101,251,0.0,2030-01-01,future_sale_date
I98117,876,3.195343664E7,,missing_sale_date
I98681,-903,3.173259813E7,2025-10-01,units_sold_negative
I106080,-1783,3326953.02,2025-10-22,units_sold_negative
I114311,1502,0.0,,missing_sale_date
I115979,372,1.8889134E7,2030-01-01,future_sale_date
I123658,578,7.932979077E7,2030-01-01,future_sale_date
I125391,-637,8.679562298E7,2025-10-29,units_sold_negative
I127096,-1199,1.1287759229E8,2025-10-04,units_sold_negative
I10129,-535,4.187909862E7,2025-10-31,units_sold_negative
I15492,1467,0.0,2030-01-01,future_sale_date
I19284,979,8.836386649E7,2030-01-01,future_sale_date
I27263,1518,1.796623729E7,2030-01-01,future_sale_date
,820,9.495066298E7,2025-10-08,missing_item_id
,1935,1.6940061577E8,2025-10-23,missing_item_id
I30379,1248,1.4643992819E8,,missing_sale_date
I38514,-862,1.1945431999E8,2025-09-11,units_sold_negative
I43259,-440,1.960726872E7,2025-09-04,units_sold_negative
I49749,1226,1.0385042434E8,,missing_sale_date
I50346,1582,9.679468652E7,,missing_sale_date
I53666,234,1.885989316E7,,missing_sale_date
I53944,1757,2.4335847393E8,,missing_sale_date
I62878,953,8.182912516E7,2030-01-01,future_sale_date
I64808,528,7658015.56,,missing_sale_date
I68167,1937,2.1592805665E8,2030-01-01,future_sale_date
I68923,858,4.801264251E7,2030-01-01,future_sale_date
I70545,-1064,1.0248971577E8,2025-09-15,units_sold_negative
I71848,-848,4.22900033E7,2025-10-29,units_sold_negative
I77199,-646,1400895.64,2025-09-11,units_sold_negative
I77935,1803,1.7783703837E8,2030-01-01,future_sale_date
I80059,-884,8.223801957E7,2025-10-01,units_sold_negative
I82755,1114,1.44950681E8,2030-01-01,future_sale_date
I88332,353,1.959373071E7,,missing_sale_date
I89196,-1424,4.812411952E7,2025-09-21,units_sold_negative
I103143,549,6.370272052E7,,missing_sale_date
I103451,1083,1.3240886311E8,2030-01-01,future_sale_date
I105561,569,6.278748863E7,,missing_sale_date
I111660,927,1.2657931714E8,2030-01-01,future_sale_date
I120266,2000,7.227822433E7,,missing_sale_date
I123031,418,3.017709037E7,2030-01-01,future_sale_date
I125772,1190,1.7395538338E8,2030-01-01,future_sale_date
I127629,1223,1.3847292025E8,,missing_sale_date
I16001,-1704,1.620548235E7,2025-09-16,units_sold_negative
I25942,246,6200666.23,2030-01-01,future_sale_date
I32446,254,1.581147467E7,2030-01-01,future_sale_date
I10136,1822,2.570174325E7,,missing_sale_date
I16042,464,6.20737011E7,,missing_sale_date
I16300,1568,2.455288333E7,,missing_sale_date
I17365,1826,1.7842071506E8,,missing_sale_date
I27299,1658,7.531993209E7,,missing_sale_date
I34281,1936,5.392165941E7,,missing_sale_date
I36782,1063,1.0633718975E8,2030-01-01,future_sale_date
I58036,-713,2.147880398E7,2025-10-17,units_sold_negative
I65463,-1837,3.976627861E7,2025-09-26,units_sold_negative
I67238,881,4.662491464E7,2030-01-01,future_sale_date
I75002,-1665,7.950050346E7,2025-09-17,units_sold_negative
